"","mean detection","sd detection","q025","q5","q975","diff"
"Boletina sp. SlikokOtu2170",0.195719247308543,0.200223695290352,0.00928146156538738,0.120734438704431,0.751894382039764,0.742612920474377
"Bolitophila acuta",0.203237848975646,0.203206353612428,0.00857517088828302,0.124078694695123,0.756447114295963,0.74787194340768
"Bolitophila austriaca",0.25725850359406,0.219380446700616,0.0222515097516984,0.183595806888871,0.805628755567274,0.783377245815575
"Bolitophila hybrida",0.337646457071044,0.292393459216024,0.0133772959239344,0.241237500988301,0.949879539360448,0.936502243436514
"Bolitophila sp. BOLD:AAV0668",0.517443739318965,0.17782844715318,0.185912018820492,0.521597641787653,0.83623763646967,0.650325617649178
"Bolitophila sp. SlikokOtu156",0.197766685892719,0.199040422482912,0.00966841500126923,0.118053815074285,0.723437250353301,0.713768835352031
"Bolitophila sp. SlikokOtu1896",0.344794664388949,0.300112162368713,0.0129596319689634,0.246187681140349,0.958891615176137,0.945931983207174
"Bolitophila sp. SlikokOtu2109",0.193982715094292,0.205440286277438,0.00983353566790541,0.109242047741683,0.775734200065744,0.765900664397839
"Bolitophila sp. SlikokOtu2141",0.347819560131136,0.294396030216292,0.0156293177615673,0.247718070349741,0.957251510334112,0.941622192572544
"Bolitophilidae sp. BOLD:ACY4787",0.184949605691951,0.142001977579358,0.0307151979656544,0.139627303131778,0.570862281591601,0.540147083625946
"Bombus mixtus",0.342403808750643,0.297916723697992,0.0154759603097709,0.237188367830034,0.95710036905138,0.941624408741609
"Boreodromia bicolor",0.242715954074597,0.273193334436801,0.00168256019678577,0.118289356664691,0.913380716726738,0.911698156529952
"Botanophila hucketti",0.338922909270816,0.294580179131174,0.012400469797097,0.242090727248273,0.95576186628441,0.943361396487313
"Brachypogon sp. BOLD:ACB3015",0.318195022641368,0.291159663647542,0.0125022372775669,0.20204582394972,0.945605103093113,0.933102865815546
"Braconidae sp. SlikokOtu1649",0.22204620568106,0.262202137547275,0.00176676593317786,0.10167770311613,0.899761955690835,0.897995189757657
"Braconidae sp. SlikokOtu637",0.232863614574344,0.267958804543679,0.00254925241262853,0.107354918582422,0.911694522926223,0.909145270513595
"Bradysia forcipulata",0.183947141018806,0.197823699757685,0.00857551558166082,0.10201055846129,0.729440774046947,0.720865258465287
"Bradysia hilaris",0.235199258869321,0.264781620813431,0.00208333235630867,0.119341819623628,0.918784388175427,0.916701055819119
"Bradysia sp. BOLD:AAH4026",0.366949375867771,0.147404011196141,0.131778474067641,0.353977047691073,0.673705428598736,0.541926954531095
"Bradysia sp. BOLD:ACB0034",0.248903269338565,0.27910216961346,0.00230669514269091,0.123718883901681,0.938923349126731,0.93661665398404
"Bradysia vernalis",0.348095678047379,0.295920590041753,0.0145123194042805,0.249452752233824,0.959756428552807,0.945244109148526
"Brevicornu sp. BOLD:AAM8961",0.207106327651389,0.207442653061242,0.0110674020514175,0.126481268283903,0.773594258657404,0.762526856605986
"Brevicornu sp. BOLD:AAP6488",0.233579684252596,0.264944525617985,0.00217284649405587,0.114552514385947,0.909485967563547,0.907313121069491
"Brevicornu sp. BOLD:ACC4362",0.188873145846918,0.197266037118409,0.0107915340480861,0.107439015055562,0.71979480162055,0.709003267572464
"Brevicornu sp. BOLD:ACI5637",0.232452324943989,0.273927749677837,0.0016005116046755,0.102050005455541,0.931715591567493,0.930115079962817
"Cacopsylla myrtilli",0.335606420803109,0.292123945017803,0.0142223241952278,0.23303948590202,0.962078170364446,0.947855846169218
"Cacopsylla sp. DPsitchSB_08",0.225388677229453,0.262405343852802,0.00155208399332914,0.104228938371321,0.908012259353178,0.906460175359849
"Calliphora terraenovae",0.232408086586678,0.267367220478861,0.00205701340185587,0.107873844167188,0.923324288493519,0.921267275091664
"Callomyia proxima",0.228599269776192,0.270148829384621,0.00180757542601455,0.100193350931844,0.924769278679695,0.92296170325368
"Caloptilia suberinella",0.247562906186994,0.275918235044039,0.00204247687848256,0.117446054885045,0.926831961705843,0.92478948482736
"Camisia biurus",0.20182907642379,0.203178872707835,0.00878146141838457,0.124834536502936,0.757349190810357,0.748567729391972
"Campaea perlata",0.249623860073925,0.271605521805262,0.00228221140233008,0.132514335394716,0.937085114999256,0.934802903596926
"Campopleginae sp. BOLD:AAN7592",0.33213421509194,0.289077212110577,0.0127327105591007,0.231438020007902,0.945403481806645,0.932670771247544
"Camptochaeta hirtula",0.182356400849464,0.107845166252717,0.0522770559306644,0.155793581918092,0.470138972096891,0.417861916166227
"Camptochaeta sp. SlikokOtu394",0.209642729488548,0.205255680590756,0.0125346905407771,0.132601910581587,0.761700860109052,0.749166169568275
"Camptochaeta sp. SlikokOtu445",0.185299520435316,0.18750218561674,0.0106483997796425,0.112947208575514,0.704711652094799,0.694063252315157
"Camptochaeta sp. SlikokOtu449",0.205968366223684,0.207003727337187,0.0115954762512696,0.127773442891993,0.781546015414335,0.769950539163066
"Camptochaeta sp. SlikokOtu456",0.195223903374722,0.20046777958684,0.0107711319991634,0.114848102349073,0.750917284708721,0.740146152709558
"Camptochaeta sp. SlikokOtu650",0.200472672872516,0.199546222577028,0.00902958234648564,0.126712505751674,0.749079201494756,0.74004961914827
"Canalidion montanum",0.215111352614148,0.153084745800898,0.0412899640944956,0.167668381547738,0.621039482581304,0.579749518486809
"Caricea erythrocera",0.2307769608938,0.267183130215785,0.00205102957686053,0.108818824974319,0.919708446163409,0.917657416586549
"Carsia sororiata",0.338916343181934,0.292508050320693,0.0147529800522701,0.248752326186766,0.955521665112919,0.940768685060649
"Cecidomyiidae sp. BOLD:AAQ0659",0.420756069718364,0.305236652410841,0.0286364763721846,0.358390669286271,0.967412417967349,0.938775941595165
"Cecidomyiidae sp. BOLD:AAQ0660",0.236629722847045,0.266224052215851,0.00194832965643898,0.116630475058078,0.919775173002769,0.91782684334633
"Cecidomyiidae sp. BOLD:ABA0854",0.329710233606806,0.289779945863429,0.0151145999073013,0.226280281937426,0.951695568785598,0.936580968878296
"Cecidomyiidae sp. BOLD:ABA6509",0.224381122213933,0.267086951056082,0.00207176928237667,0.0992503696295989,0.91974847007135,0.917676700788973
"Cecidomyiidae sp. BOLD:ABW8062",0.231636983494835,0.269232405691654,0.00180532586653071,0.110233350565343,0.927892116640306,0.926086790773775
"Cecidomyiidae sp. BOLD:ACB2757",0.205485308177099,0.204793827464892,0.00959048407616755,0.126646194556821,0.738925259627446,0.729334775551279
"Cecidomyiidae sp. BOLD:ACB9195",0.259308116675471,0.187338948986105,0.0462441457826146,0.195040872631396,0.722877930911471,0.676633785128857
"Cecidomyiidae sp. BOLD:ACC1750",0.254027023993176,0.22056034826021,0.024083634349015,0.17692271526443,0.819931376833728,0.795847742484713
"Cecidomyiidae sp. BOLD:ACD0553",0.23376859079252,0.26293649161435,0.00196426760276459,0.110036221777463,0.895762571801754,0.893798304198989
"Cecidomyiidae sp. BOLD:ACG6216",0.19635742518961,0.196703503028735,0.0108608430699327,0.117986148616913,0.705305558250563,0.694444715180631
"Cecidomyiidae sp. BOLD:ACH4316",0.193387063968367,0.203942766252706,0.00906365367139484,0.111595596414303,0.779525474755064,0.770461821083669
"Cecidomyiidae sp. BOLD:ACI2971",0.207740599011286,0.205534601106819,0.0108455122273007,0.126194774290146,0.737771811367315,0.726926299140015
"Cecidomyiidae sp. BOLD:ACI6840",0.209535388866913,0.254977906461946,0.00211939003578331,0.0881603542157331,0.902190600470163,0.900071210434379
"Cecidomyiidae sp. BOLD:ACK3029",0.203753770367642,0.205436349737413,0.00940862374271551,0.121711729136625,0.744339956427636,0.73493133268492
"Cecidomyiidae sp. BOLD:ACM9927",0.245949479580575,0.272322602271835,0.00200471488056682,0.124685239604285,0.91077802245309,0.908773307572523
"Cecidomyiidae sp. BOLD:ACZ4244",0.22540964770586,0.263599152111194,0.0018268611330551,0.102881750024329,0.901158456987864,0.899331595854809
"Cecidomyiidae sp. BOLD:ADM5490",0.236829380373967,0.269869675414278,0.00154512866420312,0.106318301985468,0.894615082856614,0.893069954192411
"Cecidomyiidae sp. SlikokOtu1169",0.201265851020874,0.202183966603165,0.0107053056634249,0.122942537637569,0.74872746706708,0.738022161403655
"Cecidomyiidae sp. SlikokOtu196",0.195584361818582,0.200547058867523,0.00935282957250364,0.114694105643109,0.760923209206076,0.751570379633573
"Cephalops sp. BOLD:AAG1658",0.229497944596354,0.269073877212182,0.00187837008725473,0.104608975482436,0.930347330196419,0.928468960109164
"Cepheus sp. BOLD:AAD2517",0.249207589225772,0.277416396097594,0.00257893306862432,0.124332649254627,0.935897689562383,0.933318756493759
"Ceraticelus fissiceps",0.248051646657666,0.161433231132003,0.0586480823876461,0.199515174015402,0.647697659404745,0.589049577017099
"Ceratopogonidae sp. BOLD:ACY4529",0.212055123802815,0.210159317752172,0.0106650121640478,0.132139037647697,0.763147062289498,0.75248205012545
"Chaitophorus neglectus",0.200198612994386,0.19935475812289,0.00952833326363816,0.122627219932275,0.731495209585006,0.721966876321367
"Chaitophorus populifolii",0.235169262968934,0.267284855520648,0.00192166843504147,0.111497234552582,0.908717606334446,0.906795937899405
"Chalarus decorus",0.243078238230947,0.213641689739818,0.0216013478122074,0.167011582164182,0.787836332958319,0.766234985146112
"Chalarus sp. BOLD:ACK3338",0.200525166667899,0.202819196283406,0.0103356019321622,0.121577955658456,0.75661158205428,0.746275980122118
"Chamaemyia geniculata",0.198795861317911,0.197164049117533,0.00972218351315591,0.125210860090661,0.717975318868499,0.708253135355343
"Chamaemyia paludosa",0.199021412080931,0.197790581103986,0.00916785316052881,0.125594913604455,0.718336489637902,0.709168636477373
"Chironomidae sp. BOLD:AAM6264",0.249424190442281,0.277148768181887,0.00204873676478344,0.117464737031397,0.923340077115314,0.921291340350531
"Chironomidae sp. BOLD:AAN5352",0.230423016197101,0.266093395235721,0.00204199242703178,0.105415162951196,0.908343766589182,0.90630177416215
"Chironomidae sp. BOLD:ACU6068",0.239133543589056,0.270805398433502,0.00238074907431167,0.121757212129884,0.914423887577954,0.912043138503643
"Chironomidae sp. BOLD:ADD0660",0.19274535771364,0.199633506325297,0.0109196574255317,0.114767868178905,0.751148248565158,0.740228591139626
"Chironomidae sp. BOLD:ADR7982",0.195132433147312,0.202537515142202,0.0105745844859487,0.115311735165322,0.761975185212222,0.751400600726273
"Chironomidae sp. SlikokOtu1314",0.32996354595742,0.292589078608928,0.0132983540760354,0.224502488423717,0.961027624099772,0.947729270023736
"Chironomidae sp. SlikokOtu1335",0.23344361341041,0.275459295222022,0.00202850799290673,0.0983087046372671,0.92707911369587,0.925050605702963
"Chironomidae sp. SlikokOtu2161",0.32901819258324,0.290971157295509,0.0139936956229764,0.222782032101772,0.953032447612897,0.939038751989921
"Chironomidae sp. SlikokOtu270",0.237963783996046,0.27661821555108,0.00204426457157028,0.103521234356944,0.932634439536062,0.930590174964492
"Chironominae sp. BOLD:AAL7346",0.265087316017793,0.224226803130892,0.0248617064031984,0.190880932257177,0.81478150024437,0.789919793841171
"Chironominae sp. BOLD:ACC3042",0.328856871677078,0.297864678341119,0.0112284085190841,0.219512457210114,0.956432292415159,0.945203883896075
"Chironominae sp. BOLD:ACC9013",0.330362288059454,0.29452179247236,0.0169812793014866,0.22004401780486,0.964087871353532,0.947106592052046
"Chironominae sp. BOLD:ACI3437",0.22395966847953,0.26662232539443,0.00138826247433575,0.0965733818867427,0.937918721379742,0.936530458905406
"Chironomus maturus",0.209399382277152,0.203208889692679,0.0109070298493715,0.131784952101167,0.726622986668294,0.715715956818922
"Chironomus sp. BOLD:AAC0594",0.255343069928553,0.218206491232728,0.0228544931249117,0.177561737359842,0.8165364338834,0.793681940758488
"Chironomus sp. BOLD:AAL7315",0.246871444505078,0.210496901096422,0.0232368023075274,0.175116471657082,0.795901268563257,0.772664466255729
"Chironomus sp. BOLD:AAZ0144",0.320845948464389,0.291026521049671,0.0118415262102408,0.212336744444241,0.950950228589006,0.939108702378766
"Chironomus sp. BOLD:ACM6478",0.237916557521248,0.269557229536625,0.00205062126344446,0.110372592249393,0.908930620753041,0.906879999489596
"Chironomus sp. SlikokOtu861",0.247630883535981,0.276329156720995,0.00260262512284982,0.123587439838741,0.909515738098923,0.906913112976073
"Chlamydatus pulicarius",0.237566910216259,0.275801535073001,0.00199042262383716,0.109123198811201,0.940394261930875,0.938403839307037
"Chlorops sp. TAW4",0.238877137375033,0.27086529246847,0.00217898004427479,0.120106887174744,0.928093345344772,0.925914365300497
"Choeras sp. jft31",0.228176865342476,0.264882983048268,0.00205465620220844,0.105756343120841,0.921822769855908,0.919768113653699
"Cicadellidae sp. BOLD:ACV3364",0.209465492427582,0.206092876367849,0.0101402636451292,0.131511800281739,0.768313165965189,0.75817290232006
"Cicadellidae sp. nr. Ophiola decumana",0.258953198306521,0.224491728345884,0.022698276382488,0.180371815583319,0.838178673343144,0.815480396960656
"Cicadellidae sp. SlikokOtu2257",0.241122685704399,0.274839515442989,0.0022384970458116,0.114087366015652,0.928939075357084,0.926700578311273
"Cicadellidae sp. SlikokOtu2259",0.227733749846093,0.268757162262153,0.00183960377475552,0.102985520006268,0.911238782138991,0.909399178364236
"Cicadellidae sp. SlikokOtu2268",0.249781120426055,0.27839842335725,0.00163141253562941,0.119540454740102,0.928895725802138,0.927264313266509
"Cicadellidae sp. SlikokOtu2269",0.231082570541766,0.262703316676034,0.0022010105734806,0.112369531166847,0.893053953186655,0.890852942613175
"Cicadellidae sp. SlikokOtu2339",0.23920257058177,0.274044380000635,0.00132088950191833,0.11195391136923,0.925458745996656,0.924137856494738
"Cicadula intermedia",0.196470174309078,0.196105872583138,0.0113441290990414,0.122030478422432,0.72818310132989,0.716838972230849
"Cicadula sp. BOLD:ACI5705",0.319531137706175,0.289507270352217,0.0133426789476544,0.209415671494824,0.956378217680953,0.943035538733298
"Cicadula sp. SlikokOtu2252",0.244480408916394,0.271023164993142,0.00249653043382174,0.122273267871739,0.917259093826773,0.914762563392952
"Cicadula sp. SlikokOtu2260",0.223409494020212,0.26640473328759,0.00231485875084167,0.100790040162107,0.911862954206104,0.909548095455263
"Cicadula subcupraea",0.236290899870974,0.27427917881192,0.00242282552982208,0.108841949385697,0.939484471923471,0.937061646393649
"Cinara fornacula",0.244758027458611,0.216471053676601,0.023594954382357,0.168734968103006,0.796181266751442,0.772586312369085
"Cinara mariana",0.237206314866597,0.135051445841996,0.0632092528835684,0.201158907986036,0.569725463891547,0.506516211007978
"Cinara nimbata",0.25270486862254,0.215421112234632,0.023143763981425,0.176429044842325,0.797754222132591,0.774610458151166
"Cinara obscura",0.318168916326417,0.289450136501703,0.0137690982450874,0.205876669949532,0.951920473189483,0.938151374944396
"Cinara pruinosa",0.204015866107181,0.204530573218548,0.0105564026379463,0.128019093538935,0.749572608683174,0.739016206045228
"Cinara sp. CHR155",0.264326068635719,0.219200245945039,0.0214434812228557,0.1912497218464,0.791355181066488,0.769911699843633
"Cinara sp. SlikokOtu1765",0.253472735837125,0.279652417277737,0.0023428313274455,0.12586553925038,0.932248216209322,0.929905384881876
"Cinara sp. SlikokOtu2233",0.231729336047926,0.265959885918196,0.00219366093696449,0.108314955465032,0.91385351119437,0.911659850257405
"Cixius meridionalis",0.239178491059417,0.269765071528907,0.00271519895461958,0.113274761134306,0.896686702885936,0.893971503931317
"Cladara limitaria",0.187288333882269,0.163193471009102,0.0207680403962868,0.133424912613388,0.642595083267105,0.621827042870818
"Claustropyga acanthostyla",0.22487629460114,0.267533880279131,0.0018272826241145,0.0965162698467791,0.907208406287012,0.905381123662898
"Clinohelea sp. BOLD:AAG6451",0.335247134465323,0.295750174281151,0.013387559305128,0.2280703465028,0.951165436646943,0.937777877341815
"Clubiona furcata",0.247825669783783,0.277784029666993,0.00222369561841829,0.116685436045009,0.920461769207684,0.918238073589266
"Clubiona kulczynskii",0.186081750739497,0.193933600273169,0.00838507128613751,0.110289011035556,0.737583012671648,0.72919794138551
"Clubiona riparia",0.192178156927393,0.197151508116853,0.00985346850733084,0.111286909613933,0.737479008847631,0.7276255403403
"Clusiodes melanostomus",0.19694723129429,0.194245542352718,0.0106726171761153,0.121410092205248,0.712940183467198,0.702267566291083
"Coelosia gracilis",0.228810585761265,0.270041983387373,0.00171311157186639,0.0996592831617052,0.918600492827584,0.916887381255717
"Coenosia campestris",0.252406566469404,0.27428124643178,0.00321120641635536,0.131918332456034,0.929646088336791,0.926434881920436
"Coenosia conforma",0.242286112200507,0.27052478364293,0.00216602310179563,0.125917315090555,0.934656856384146,0.93249083328235
"Coenosia impunctata",0.359607607796157,0.301010285680397,0.0138002345288596,0.273472465481241,0.961077071801772,0.947276837272913
"Coenosia mollicula",0.247708638861772,0.274855580872142,0.00214809120087745,0.125923891460706,0.922431466389406,0.920283375188528
"Coenosia morrisoni",0.250992593073604,0.160746703186878,0.0598164345947917,0.207496908827635,0.658500574587615,0.598684139992823
"Coenosia sp. SlikokOtu2038",0.215672203502626,0.209399446887396,0.0115520617273217,0.13772350258928,0.77573050212672,0.764178440399399
"Coleophora canadensisella",0.333810685392941,0.300238520657432,0.0129426631877593,0.214916718424731,0.962819137514515,0.949876474326756
"Coleophora glitzella",0.189737292085296,0.200165836706516,0.0092413968714125,0.109716487444694,0.731549543749941,0.722308146878528
"Columella sp. BOLD:ABV1789",0.225533890408181,0.262975433924933,0.00232596291432119,0.101894114556317,0.890322912649281,0.88799694973496
"Conchapelopia americana",0.478417998980382,0.236309216500475,0.0844157645122776,0.473115706872722,0.91068553506764,0.826269770555362
"Conchapelopia sp. 4XL",0.255407445826696,0.274480291164643,0.00223422328939068,0.140067359925319,0.933390000557948,0.931155777268557
