"","mean detection","sd detection","q025","q5","q975","diff"
"Conchapelopia sp. BOLD:AAP8992",0.229432228006629,0.26289853414011,0.00205064221918573,0.108135974193592,0.916299879987472,0.914249237768286
"Conioscinella sp. TAW3",0.187512350721536,0.197048198746662,0.00976151429562433,0.104900762195625,0.730806050751883,0.721044536456259
"Constempellina brevicosta",0.187055805488525,0.167074773655913,0.0229481145749939,0.127899257640685,0.640872164292946,0.617924049717953
"Contacyphon variabilis",0.228329406982308,0.261068696960474,0.00225341626318152,0.106024706339249,0.912521772626372,0.910268356363191
"Cordyla sp. BOLD:AAP6493",0.23905931105685,0.269452614472572,0.00240839629010575,0.117587782094097,0.913161029722532,0.910752633432427
"Corticarina minuta",0.203514344858011,0.202429144055832,0.00965799640457931,0.125057716915898,0.74503867136863,0.73538067496405
"Corynoptera blanda",0.248152012459902,0.268388720944815,0.00186285463268658,0.136045489851547,0.89507428681562,0.893211432182934
"Corynoptera sp. BOLD:ACG3227",0.230356535828693,0.257470839259983,0.00184905262800985,0.118057063029295,0.904171452492179,0.902322399864169
"Corynoptera sp. BOLD:ADC2113",0.242696768281295,0.266703948801441,0.00206453418269384,0.127738473236257,0.908728312836342,0.906663778653648
"Corynoptera sp. BOLD:ADK6917",0.223478966175048,0.268423418028595,0.00167986912392497,0.09155644033089,0.925861148655592,0.924181279531667
"Corynoptera subtrivialis",0.240969517819385,0.266363711808175,0.00217039693085654,0.120226303629595,0.914071667283637,0.911901270352781
"Craspedolepta schwarzi",0.395446793659587,0.164020996293133,0.131930228162913,0.377627284274567,0.726962352357204,0.59503212419429
"Cricotopus sp. 15SG",0.210430073396544,0.201578104709613,0.0115921342704445,0.138389017046577,0.747470288821149,0.735878154550705
"Cricotopus tremulus",0.20708441861936,0.200319562799295,0.0113980271599239,0.132704808275714,0.728071226257785,0.716673199097862
"Criomorphus sp. SlikokOtu228",0.188601981122108,0.109175844749677,0.0515155762251645,0.163616352395755,0.463483986432799,0.411968410207634
"Cryptinae sp. BOLD:AAH1778",0.188749059096272,0.194214216577614,0.0103537483323996,0.11123640085019,0.720860032161237,0.710506283828837
"Cryptinae sp. BOLD:AAN8142",0.237222573761638,0.272749606004446,0.00196972549420003,0.113678665416429,0.927699789239415,0.925730063745215
"Cryptinae sp. BOLD:AAU9435",0.202602458659168,0.202585103456989,0.0108226101509503,0.121800154738884,0.758450046399041,0.74762743624809
"Cryptinae sp. BOLD:ACD0494",0.233418835754161,0.26602205870183,0.00219663441596361,0.107913457855212,0.909170681535888,0.906974047119924
"Cryptinae sp. BOLD:ACZ6467",0.216410389706408,0.261291223783921,0.00171512333504156,0.0904111880454268,0.910036965632627,0.908321842297585
"Cryptochironomus sp. BOLD:AAI6007",0.232572097392042,0.264406104932986,0.00255336884224099,0.112772733344663,0.901657725040717,0.899104356198476
"Culex territans",0.23158947415287,0.26927181135715,0.00222345473242723,0.106164178268947,0.911624966667979,0.909401511935552
"Culicidae sp. SlikokOtu1643",0.222478538842127,0.267536591381955,0.00212157482686087,0.0969954497436326,0.910500020785565,0.908378445958705
"Culicinae sp. SlikokOtu1958",0.239838208415523,0.269537544566956,0.0025655893792665,0.114887592010323,0.911497304070774,0.908931714691508
"Culicoides obsoletus",0.203950840231582,0.202959240623306,0.0114314552340792,0.12693135623551,0.777235493700637,0.765804038466558
"Culicoides stilobezzioides",0.313531364893033,0.289547141499551,0.0119267507451441,0.202728704095886,0.950481395537267,0.938554644792122
"Culiseta impatiens",0.179814335649318,0.138557909253981,0.0307256854676059,0.133644350178075,0.554781086722079,0.524055401254474
"Culiseta morsitans",0.25251792237887,0.212420316284792,0.0266029473300124,0.18212910600636,0.801873914842112,0.775270967512099
"Cyclosa conica",0.333084848733828,0.116061756136517,0.158262145278116,0.312256786524453,0.605917338256633,0.447655192978517
"Cylindrotoma distinctissima",0.209548387739189,0.205557712643668,0.011693046729279,0.130706910266489,0.758486338480061,0.746793291750782
"Dasyhelea modesta",0.313631761938901,0.288103919528483,0.0114934810086326,0.206089061338619,0.948264395684471,0.936770914675839
"Dasyhelea sp. 23ES",0.201151655819928,0.204982407873474,0.0111880426118102,0.117970083310681,0.753593520432603,0.742405477820792
"Dasyhelea turficola",0.236127622100044,0.274096060713163,0.00226755338872992,0.102532665528534,0.931528170297049,0.929260616908319
"Dasysyrphus intrudens sp. complex",0.199240026380863,0.19611786990465,0.009982447518031,0.126246999497564,0.726714831949905,0.716732384431874
"Delia echinata",0.190427852667106,0.168972637628034,0.0191736259068321,0.130849046320206,0.632061411078314,0.612887785171482
"Delia fabricii",0.238414182430514,0.267199918885542,0.00249983072672103,0.117362221341275,0.905351993621142,0.902852162894421
"Delia lineariventris",0.464667810968463,0.24150622588656,0.0751563928749942,0.463167354240216,0.904540984751592,0.829384591876598
"Delia sp. BOLD:AAG2471",0.247024256028032,0.216680770225551,0.0210799458853298,0.16461067929944,0.7921657857796,0.77108583989427
"Delia sp. cf. SSEIB12031-13",0.205151514267322,0.204744671015791,0.0104739966480037,0.122624643887386,0.736273143386812,0.725799146738809
"Delia tenuiventris",0.254734329589006,0.280870654776144,0.00274665915856293,0.123464758037423,0.924357436219104,0.921610777060542
"Delphacidae sp. SlikokOtu1556",0.25420208316451,0.216847980590341,0.0235755647862583,0.182386856573924,0.792209564655679,0.768633999869421
"Delphacidae sp. SlikokOtu272",0.248553045879025,0.217209945900289,0.0225698149170519,0.174430843557079,0.78898057312257,0.766410758205518
"Delphacidae sp. SlikokOtu560",0.232403266661262,0.211198748569088,0.0207042705562273,0.149934189975346,0.785582683827183,0.764878413270956
"Delphacidae sp. SlikokOtu909",0.243415182844866,0.214654443269215,0.0250437784010592,0.166714586132171,0.798678481141384,0.773634702740325
"Delphacidae sp. SlikokOtu951",0.336351937966414,0.301694416564645,0.0129543280681175,0.229310235796209,0.95780702996382,0.944852701895702
"Delphacodes serrata",0.585597000430472,0.276737267344683,0.0678318355500391,0.613567982808654,0.984288759365615,0.916456923815576
"Dendroctonus rufipennis",0.231893957320745,0.269167061186495,0.00139574607620935,0.104937321510557,0.894302023447985,0.892906277371775
"Deroceras agreste",0.251454352809245,0.27647748241654,0.00203883648537549,0.129054087019859,0.912998747997725,0.91095991151235
"Deroceras laeve",0.227748015643018,0.261649055145109,0.00229207348900149,0.106826044036972,0.894554647375297,0.892262573886296
"Diapriidae sp. BOLD:AAU8951",0.184916939954479,0.19116587626336,0.0106856017348331,0.110931549574207,0.7170666516542,0.706381049919367
"Diapriidae sp. BOLD:AAU9299",0.248398547185207,0.276669240651527,0.00266026231871529,0.128004791153834,0.943315911452269,0.940655649133554
"Diapriidae sp. BOLD:ACD9846",0.203416834049538,0.209055726850376,0.00898311316322811,0.122203179895537,0.765299289734598,0.75631617657137
"Diapriidae sp. BOLD:ACG3695",0.2313590669683,0.264658229586941,0.00153368440655362,0.108532569659166,0.916048272057986,0.914514587651433
"Diapriidae sp. BOLD:ACR7121",0.246358229105288,0.275394618548618,0.00212397203885125,0.122301608945096,0.934544421222845,0.932420449183993
"Diapriidae sp. BOLD:ADD9643",0.247507518400346,0.277824060626273,0.0022821977623911,0.124035499589909,0.932023268127709,0.929741070365318
"Diapriidae sp. SlikokOtu1192",0.245260782461024,0.275432845217921,0.00243237376883766,0.131664900809775,0.922337135589646,0.919904761820808
"Diapriidae sp. SlikokOtu1208",0.243287723575744,0.272625738275636,0.00178723244705816,0.119906390011678,0.927179588794951,0.925392356347893
"Diapriidae sp. SlikokOtu1292",0.251935533380051,0.272762143737244,0.0026417802198696,0.133073487656709,0.92081543173569,0.91817365151582
"Diapriidae sp. SlikokOtu1464",0.251620816095814,0.274023523338581,0.00270544492170587,0.129743050591176,0.913335771994669,0.910630327072963
"Diapriidae sp. SlikokOtu1806",0.236466474559353,0.271295921657335,0.00209744928728853,0.112149199488671,0.933733178203761,0.931635728916472
"Diapriidae sp. SlikokOtu1807",0.260104229786071,0.283074788394526,0.00203800677100865,0.134342134331121,0.935989489365682,0.933951482594674
"Diapriidae sp. SlikokOtu2017",0.236844809573345,0.267740676821683,0.00192027218573479,0.112866241234845,0.924438167876117,0.922517895690382
"Diapriidae sp. SlikokOtu2018",0.232808085456984,0.261444235566758,0.00165360793766134,0.115465113543443,0.896002802761406,0.894349194823745
"Diapriidae sp. SlikokOtu2019",0.217868683807524,0.266326322632923,0.00201661196322241,0.0906618294150208,0.909879146290922,0.9078625343277
"Diapriidae sp. SlikokOtu2020",0.236032642650781,0.268399152440209,0.00238290326385526,0.11583292873206,0.928315039994909,0.925932136731054
"Diapriidae sp. SlikokOtu2345",0.228134089146244,0.261557364095067,0.00204462663510598,0.103209753455593,0.897404005381433,0.895359378746327
"Diapriidae sp. SlikokOtu2346",0.233547974177313,0.266788591045452,0.00236286564689189,0.10532789773121,0.912661941494964,0.910299075848072
"Diapriidae sp. SlikokOtu621",0.249745558798701,0.273257369041817,0.00246353639594006,0.131020769573278,0.915219497984892,0.912755961588952
"Diapriidae sp. SlikokOtu783",0.229021996017968,0.268777869046519,0.00183254956799507,0.0993434437131015,0.921964674504064,0.920132124936069
"Diastata vagans",0.228649091529386,0.273759536746534,0.00214223467621454,0.0883479818600539,0.918364997677265,0.91622276300105
"Dichelotarsus fissilis",0.325873770633314,0.293685101783277,0.0137680315099701,0.216611967054627,0.96436906620841,0.95060103469844
"Dichelotarsus heteronychus",0.30701422459472,0.229173029488857,0.0329085927553769,0.243503052523833,0.822600111595114,0.789691518839737
"Dichelotarsus laevicollis",0.184000880229417,0.166873532338702,0.0182368245808915,0.122358720559354,0.654216947551335,0.635980122970443
"Dichopygina sp. BOLD:AAP8780",0.391968152750487,0.217142819410038,0.0713735446824941,0.361367157084282,0.847784626785667,0.776411082103172
"Dicranomyia sp. BOLD:AAI1350",0.199780531150491,0.201095646834687,0.00973514487268329,0.124595005654345,0.74230074219121,0.732565597318526
"Dicranomyia sp. SlikokOtu1572",0.201676498480676,0.199389805879349,0.00959057476504267,0.125950532628338,0.723966985648758,0.714376410883715
"Dicranomyia sp. SlikokOtu2072",0.191419336869582,0.193852898678401,0.0102658413725619,0.110902331699643,0.718580847057932,0.708315005685371
"Dicrotendipes modestus",0.23774256967503,0.272612526928569,0.00231645430109832,0.112625865181175,0.922362405090667,0.920045950789569
"Dictyna arundinacea",0.292115743138067,0.225894016421166,0.0358922936138708,0.221451779534197,0.829060944031015,0.793168650417144
"Dictyna brevitarsa",0.241029073794542,0.269705559886726,0.00239662056047795,0.119304480853581,0.910242409617969,0.907845789057491
"Dictyna uncinata",0.185343413642181,0.126623381638357,0.0388595399072341,0.149456615486848,0.518142996895102,0.479283456987868
"Dicyrtomidae sp. BOLD:AAN5070",0.407138841033833,0.210146607389278,0.0887005632533753,0.380026646966222,0.847641948349362,0.758941385095987
"Dicyrtomidae sp. BOLD:ACU7232",0.239643877364318,0.270890857469722,0.00286802831372306,0.116589651207118,0.922842519123253,0.91997449080953
"Dikraneura sp. BOLD:AAO8307",0.305172263258672,0.28965348891527,0.00981392635792499,0.181847118767227,0.934723955357074,0.924910028999149
"Dikraneura sp. BOLD:AAV0227",0.210614230823543,0.127860168634826,0.0516556013315314,0.176136605912249,0.529922109866954,0.478266508535423
"Dikraneura sp. SlikokOtu1253",0.227705599225649,0.266300578191928,0.00177414511331542,0.100643720383813,0.898936950239814,0.897162805126498
"Dikraneura sp. SlikokOtu1559",0.202282052606739,0.201926525723489,0.010594127157044,0.12488116395542,0.739960385611821,0.729366258454777
"Dilophus femoratus",0.468063510484317,0.183635513317284,0.147632544955546,0.463391571636726,0.820789133951335,0.673156588995789
"Dinotrema sp. jft01",0.237525144898599,0.271866081312199,0.00184765835660238,0.110226299364893,0.904620549492941,0.902772891136339
"Diplazon sp. BOLD:AAD1879",0.266311536836518,0.285549062699202,0.00218713917648402,0.136542938564321,0.931006652639273,0.928819513462788
"Diptera sp. SlikokOtu115",0.237655893453186,0.266886220684261,0.00162222401989971,0.11572971231838,0.908494673725412,0.906872449705513
"Diptera sp. SlikokOtu1214",0.255644884632242,0.278653416310381,0.00193759626066192,0.128892705040884,0.929525122454183,0.927587526193521
"Diptera sp. SlikokOtu1286",0.244072803734758,0.272447367630939,0.00281733784610837,0.121524118707929,0.919724830856534,0.916907493010426
"Diptera sp. SlikokOtu1341",0.243066873132897,0.277691543909277,0.00232721452810355,0.111665423844388,0.933809618002299,0.931482403474196
"Diptera sp. SlikokOtu1548",0.237630837182126,0.271755180593177,0.00217921976493093,0.105552933711009,0.921655654144913,0.919476434379982
"Diptera sp. SlikokOtu1738",0.333665324430538,0.302057202485739,0.0110193695528916,0.223276917877045,0.95844883946932,0.947429469916428
"Diptera sp. SlikokOtu1798",0.241829882923632,0.265026831280459,0.0022105265267427,0.129214016430129,0.911552649999593,0.90934212347285
"Diptera sp. SlikokOtu1819",0.196176220637736,0.202647196289772,0.0107453695784804,0.11456779323035,0.757238324244326,0.746492954665846
"Diptera sp. SlikokOtu1847",0.19247360719736,0.199249857846243,0.0114325624211485,0.116153691798053,0.764561432781437,0.753128870360288
"Diptera sp. SlikokOtu1909",0.322850471756815,0.289481293753335,0.0125555379871593,0.216406039629557,0.938712774325412,0.926157236338252
"Diptera sp. SlikokOtu1986",0.226477925753261,0.26764391634832,0.00152262185889649,0.098361358158261,0.908378569057075,0.906855947198178
"Diptera sp. SlikokOtu2041",0.20159293578093,0.198727807812112,0.0115906567027121,0.12649206300521,0.743349379655216,0.731758722952504
"Diptera sp. SlikokOtu2195",0.226053561026682,0.273300158812715,0.00159358541775723,0.0995084055220109,0.928922395041234,0.927328809623477
"Diptera sp. SlikokOtu2276",0.223076601491473,0.263170401735415,0.00257167126588171,0.0982722324152054,0.91033198690046,0.907760315634578
"Diptera sp. SlikokOtu2326",0.236269916457311,0.271208021632041,0.0019672081299766,0.109955864855868,0.922013295545283,0.920046087415306
"Diptera sp. SlikokOtu627",0.247149801730371,0.268115012205793,0.00275039943651179,0.133653059565733,0.919370865238147,0.916620465801635
"Diptera sp. SlikokOtu937",0.235252414377065,0.270696337257182,0.00240340532961823,0.111145469126626,0.92270154711132,0.920298141781701
"Ditomyiidae sp. BOLD:AAP8153",0.253324143456607,0.280064959872629,0.00214085926640078,0.126217879424487,0.93903344640211,0.936892587135709
"Dolerus gessneri",0.224006238916291,0.262649947734127,0.00234223493379931,0.100799594291617,0.900608648059555,0.898266413125756
"Dolerus sp. SlikokOtu789",0.342456944122423,0.29994267376413,0.0129285621880096,0.234481759994289,0.953769380812494,0.940840818624485
"Dolerus subfasciatus",0.322830023480809,0.289143409782997,0.0123216296188921,0.217225809875864,0.951602516030477,0.939280886411585
"Dolichopodidae sp. BOLD:ACC7206",0.260150173050416,0.277342927895493,0.00313414379284241,0.144619490646141,0.924519121159397,0.921384977366555
"Dolichovespula arenaria",0.216032587195188,0.256842037239786,0.00207018475504173,0.0978423288231081,0.908028810071249,0.905958625316207
"Dorylomorpha albitarsis",0.20616872191132,0.206977550325472,0.00959410613809248,0.127846542305598,0.763839672367571,0.754245566229478
"Dorylomorpha xanthopus",0.240855315847091,0.273643059457222,0.00203632354292711,0.116111901057942,0.945649462333477,0.94361313879055
"Draeculacephala sp. BOLD:AAG8811",0.190361950950338,0.197138794281241,0.00887604146320838,0.115143303339378,0.739759460090745,0.730883418627537
"Drosophila affinis",0.220858583716487,0.267693633445629,0.00146242661306171,0.0927758046032057,0.90798179060413,0.906519363991068
"Drosophila neotestacea",0.239591482596801,0.269601361037148,0.00177748159834577,0.11517575919331,0.924405155138988,0.922627673540642
"Drosophila sp. BOLD:ACC5507",0.240517993204545,0.27366436400606,0.00246505572476089,0.114528535768849,0.920193158065087,0.917728102340326
"Drosophila subquinaria",0.221031632511999,0.261058974648961,0.00154713290027247,0.0970809478364267,0.909882574836837,0.908335441936564
"Drosophilidae sp. BOLD:ACA9551",0.241134161085954,0.265501861634633,0.00210520546052276,0.126622698792159,0.898755964276461,0.896650758815938
"Dynatosoma sp. BOLD:ACL3264",0.246528827483316,0.27657400670342,0.00242700045810614,0.118652733504659,0.935919063269524,0.933492062811418
"Dysstroma citrata",0.305515017813431,0.230872292700008,0.0380623758981358,0.235272902599826,0.849021342952661,0.810958967054525
"Eanus decoratus",0.208907685501754,0.106923542465642,0.0740046872373312,0.18099946830098,0.495427473321723,0.421422786084392
"Elasmostethus interstinctus",0.234273817621148,0.271405764711596,0.00197790937917315,0.109727582337737,0.912955780327883,0.91097787094871
"Elymana inornata",0.242604900423507,0.280784271414292,0.00240939146670229,0.109697226308926,0.940067511914443,0.937658120447741
"Emblyna annulipes",0.186487656049707,0.162682453638221,0.0203885534783674,0.130056241960767,0.628839339831116,0.608450786352748
"Emblyna manitoba",0.24472601715206,0.275419597421282,0.00270193496355723,0.114505099926663,0.923599573892739,0.920897638929181
"Empididae sp. BOLD:AAF9792",0.22401778172037,0.261942491195547,0.00195097233168003,0.103856468725104,0.918528899058599,0.916577926726919
"Empididae sp. BOLD:AAP8917",0.317880391889475,0.29112999218789,0.0135928274086803,0.209536521588567,0.945611108643044,0.932018281234363
"Empididae sp. SlikokOtu2000",0.225790190387529,0.26498365635961,0.00205672404715461,0.0992850114523889,0.908157734674903,0.906101010627748
"Encyrtidae sp. SlikokOtu765",0.197190520991826,0.199283625509186,0.00885701228569677,0.118024892149009,0.738456720879518,0.729599708593821
"Entomobrya nivalis",0.221047215695216,0.139675610279116,0.0528666444746306,0.180872818144065,0.580766833021786,0.527900188547156
"Enytus apostata",0.199621121152702,0.203944795288871,0.00941328000680502,0.123514618851723,0.746387693070834,0.736974413064029
"Ephedrus incompletus",0.222260628814585,0.261320839434249,0.00192770825249496,0.097674864122493,0.886253485366557,0.884325777114062
"Ephedrus lacertosus",0.191145006875789,0.11480567687334,0.0505189652012815,0.162790835722502,0.504497029041008,0.453978063839726
"Ephedrus plagiator",0.203297968571382,0.207425305136722,0.00920960515988779,0.12037368674473,0.770419043707138,0.76120943854725
"Ephedrus sp. SlikokOtu1477",0.199943010906149,0.202683702920158,0.0108148593816439,0.119172857888831,0.756842914716407,0.746028055334763
"Epinotia albangulana",0.319840171687141,0.28798575751996,0.0130253765019722,0.215545548352542,0.95060247633588,0.937577099833908
"Eremobina claudens",0.198809873949128,0.199679915457167,0.0116538803891829,0.123875070303159,0.745636409962957,0.733982529573774
"Erigone atra",0.20961552058731,0.204732690857191,0.0111882504972977,0.135843482213635,0.759004096878412,0.747815846381114
"Erioptera sp. BOLD:ABV1765",0.194123760361491,0.203423717957293,0.0104060100850338,0.109320018124455,0.777798694658109,0.767392684573075
"Erioptera sp. BOLD:ABW8836",0.223892957570258,0.262038666740546,0.00197363588591048,0.102810176698942,0.900825990835675,0.898852354949765
"Errastunus ocellaris",0.235273912997306,0.267769772619759,0.00204863806016517,0.113917343578408,0.919447287321635,0.91739864926147
"Estrandia grandaeva",0.389453425800085,0.121371290483246,0.19999229297331,0.371148708656616,0.65389134353176,0.45389905055845
"Euceraphis borealis",0.18042954178218,0.157439982498996,0.0194134567166306,0.125932675322409,0.612228412673103,0.592814955956473
"Euceraphis papyrifericola",0.309580979688956,0.140886629632368,0.111289728187254,0.280680848196641,0.644998232210503,0.533708504023249
"Euceraphis sp. SlikokOtu666",0.186632876150356,0.142424114568875,0.0328292208945488,0.145020082188869,0.557498490084483,0.524669269189934
"Euclytia flava",0.235123442879554,0.266862773292263,0.00247427034292347,0.109649773041574,0.912418522439314,0.909944252096391
"Euclytia sp. SlikokOtu889",0.240095536752344,0.266045081211041,0.00261659931996304,0.121710091505786,0.918550167522685,0.915933568202722
"Euconulus fulvus",0.238247698291846,0.272400390455916,0.00227507731135972,0.111688427804879,0.942193387102636,0.939918309791276
"Eudorylas sabroskyi",0.217671257745012,0.169973422474702,0.0321618313002511,0.161227581547268,0.644842419605236,0.612680588304985
"Eudorylas slovacus",0.303290277993885,0.233263112789424,0.0354947008325491,0.230288403336756,0.855912380604488,0.820417679771939
"Eudorylas sp. SlikokOtu2104",0.20283551620409,0.205410924690945,0.00995398762916177,0.124839642404975,0.749465593101442,0.739511605472281
"Euhybus triplex",0.668333353849801,0.253455868046104,0.122710859606806,0.727702953359051,0.988728372784546,0.86601751317774
"Eulophidae sp. SlikokOtu1846",0.196261211295706,0.197503331521312,0.0100517023030248,0.117633107152736,0.730734272555633,0.720682570252608
"Eulophidae sp. SlikokOtu2155",0.192498139362932,0.19620492720542,0.0116225403548867,0.116578894675622,0.733012335530333,0.721389795175446
"Eupeodes lapponicus",0.188318947954551,0.143945292277481,0.0310276023949362,0.143507318104102,0.570349830608236,0.539322228213299
"Eupeodes sp. SlikokOtu453",0.183920622315273,0.188421530382556,0.0100837417101457,0.109072663389548,0.701817553433217,0.691733811723071
"Eupithecia cf. misturata",0.198935844361597,0.204343039852547,0.0100010579163152,0.116702286203795,0.755443932268255,0.74544287435194
"Eupodidae sp. BOLD:AAL8163",0.24421921510906,0.27199130857432,0.00244495915880501,0.125856119542949,0.925832281677832,0.923387322519027
"Eurois occulta",0.221590649433126,0.267766988321031,0.0017020067176422,0.0951001926802267,0.910947633629589,0.909245626911947
"Euscelis sp. BOLD:ACG7815",0.233841808491993,0.26589925383568,0.00257268967314252,0.111255619118516,0.909312956177894,0.906740266504751
"Euthyneura sp. BOLD:AAF9859",0.197189544166136,0.197058840767402,0.0116357464804924,0.119603919665381,0.717046158970423,0.705410412489931
"Evacanthus acuminatus",0.194791435589787,0.165296357510843,0.0222875081073719,0.14002280487877,0.636709794421744,0.614422286314372
"Evacanthus grandipes",0.182802076658195,0.160528821580842,0.0211931051978862,0.127714651538376,0.64080321267507,0.619610107477184
"Evacanthus sp. nr. BOLD:ACW2814",0.201349886779003,0.196091796390111,0.0117116598282796,0.128509089745495,0.724111760939469,0.712400101111189
"Exechia borealis",0.225109387869642,0.262208687972984,0.00233516710723019,0.107023193051977,0.906578399457229,0.904243232349999
"Exechia contaminata",0.199134026502466,0.200695075765564,0.0105815602151807,0.119753651202127,0.746346627124301,0.73576506690912
"Exechia frigida",0.244041888031767,0.274815706854593,0.00251705598799017,0.114496933150379,0.927575466186468,0.925058410198478
"Exechia parva",0.218143791401218,0.261869854066839,0.0014966938789357,0.0901384214002491,0.892439778148194,0.890943084269259
"Exechia sp. BOLD:AAM8996",0.230860268990124,0.268787568410694,0.00274623319195629,0.10427052178868,0.922632581395485,0.919886348203529
"Exechia sp. BOLD:AAQ3544",0.207108458474179,0.147402022491047,0.0419739765604799,0.162582294613388,0.599356753044309,0.557382776483829
"Exechia sp. BOLD:ACC3725",0.230554245432389,0.268109385334201,0.00227342888282797,0.103528258301737,0.921921475423016,0.919648046540188
"Exechia sp. BOLD:ACO2323",0.236572892825848,0.265398980544571,0.00219358699852517,0.111152155418977,0.906251416179975,0.90405782918145
"Exechia sp. BOLD:ACX9219",0.321202751984824,0.292413819053397,0.0117119987224571,0.21460116349655,0.945501559150626,0.933789560428169
"Exechia sp. SlikokOtu1639",0.231836572101901,0.264323272217834,0.00234199385933381,0.113324368188712,0.914110279093969,0.911768285234635
"Exechia sp. SlikokOtu1955",0.26170253820319,0.279350210952948,0.00255650640695862,0.137083349427716,0.921457635318578,0.91890112891162
"Exechia sp. SlikokOtu887",0.248337982474165,0.273799731347661,0.00222776367840416,0.12743649775076,0.923688659085413,0.921460895407008
"Exechia unimaculata",0.245967153512428,0.271179197343093,0.00244919377765201,0.125992697832787,0.925630804539021,0.923181610761369
"Exechiopsis sp. BOLD:ACI5770",0.198180743050099,0.200522785144495,0.0105223375621938,0.119333275994883,0.740046136803094,0.729523799240901
"Exothecinae sp. BOLD:AAM7467",0.205807672599262,0.205049469376013,0.00838166584856683,0.131926641874073,0.761190302676094,0.752808636827527
"Fannia aethiops",0.248052847410096,0.212459539323767,0.0232510792932325,0.171816271511426,0.806502338768825,0.783251259475592
"Fannia brooksi",0.330946750223253,0.143055857432523,0.123349142455989,0.302726785999924,0.661643072287795,0.538293929831806
"Fannia ciliatissima",0.244338665541023,0.2742404607124,0.00257926531358022,0.118590374038478,0.928947124839063,0.926367859525483
"Fannia metallipennis",0.192569343295201,0.162762713761208,0.0202639435352731,0.141772916681619,0.627804242554804,0.607540299019531
"Fannia postica",0.566858834850083,0.285789486169429,0.0526191553374727,0.59130968908802,0.985344259747186,0.932725104409713
"Fannia serena",0.209032182043113,0.198703739479024,0.0101165194329046,0.1379340137308,0.721951321086098,0.711834801653193
"Fannia sp. BOLD:ABY7010",0.233815522656881,0.270097749274332,0.00183573026648378,0.112700355527386,0.920933597849792,0.919097867583308
"Fannia sp. cf. CNKOD598-14",0.1898820364113,0.195380962703678,0.00868880723579915,0.114759370052092,0.745732871272898,0.737044064037098
"Fannia sp. SlikokOtu1881",0.19734221432824,0.200539470414748,0.00978343549286738,0.117201955115987,0.747084604855717,0.737301169362849
"Fannia sp. SlikokOtu1956",0.230582778462278,0.265490551394841,0.00187993703135591,0.106605405933524,0.913609926285623,0.911729989254268
"Fannia sp. SlikokOtu735",0.205394499808401,0.203654017454725,0.0106663243971239,0.127968539203039,0.744392290511342,0.733725966114218
"Fannia sp. SlikokOtu974",0.204245722947843,0.201900820154565,0.0112113030288608,0.123438870453868,0.746415103322914,0.735203800294054
"Fannia sp. SSBAE218-13",0.205663091470087,0.206281841217587,0.010259021339881,0.124895732147488,0.756210099110138,0.745951077770257
"Fannia sp. SSJAF3282-13",0.237424433711522,0.273528148224829,0.00186163982767839,0.110707373375736,0.922245742479951,0.920384102652273
"Fannia spathiophora",0.520211392410312,0.197821940097542,0.148949481251091,0.521576988602593,0.876909790870294,0.727960309619203
"Fannia subpellucens",0.210079109366237,0.129884244591195,0.0513783551817695,0.176624103101332,0.547941542683548,0.496563187501778
"Fannia verrallii",0.233771512332605,0.272281516956862,0.00181805133404258,0.106431278168568,0.919570393771904,0.917752342437862
"Forcipata loca",0.230264727646381,0.273385323419799,0.00217083694758833,0.0964062245795477,0.925548235189666,0.923377398242078
"Forcipomyia sp. BOLD:ACC8289",0.229988394292909,0.263509836660942,0.00178737187197703,0.110099980156031,0.903459604341629,0.901672232469652
"Formica aserva",0.24137455457477,0.270941300654705,0.00311566259438344,0.121002919565519,0.928278078328906,0.925162415734522
"Galerucella nymphaeae",0.245507463538373,0.272277077302416,0.00259034729877979,0.125615267509666,0.923204683897329,0.92061433659855
"Gelis sp. BOLD:AAA6283",0.39839859245966,0.302146651457608,0.0303159893937955,0.318335327002872,0.966664103548954,0.936348114155159
"Glyptotendipes cf. cauliginellus",0.244537804279674,0.273787717816911,0.00175852669137968,0.11777936141082,0.926304533532283,0.924546006840904
"Gymnophora subarcuata",0.233749279152861,0.271992995746265,0.00246790755729112,0.103458698881265,0.92878861009951,0.926320702542219
"Haematobosca alcis",0.249735205949761,0.276048187819774,0.00277688265952262,0.126042772987379,0.926886372732054,0.924109490072532
"Hebecnema nigra",0.246957920072621,0.268707593264101,0.00233357030962133,0.129720289743217,0.9152166128194,0.912883042509778
"Heleomyzidae sp. BOLD:AAG0465",0.238651912985386,0.267096990730877,0.00227955935571827,0.122449513660059,0.909310455121708,0.90703089576599
"Heleomyzidae sp. SlikokOtu1810",0.203887620994662,0.195082779363151,0.012566613168053,0.130786828238265,0.727671845993486,0.715105232825433
"Helictes borealis",0.233315161822162,0.264490532738724,0.00221590200522918,0.113549205114954,0.911957522432915,0.909741620427686
"Helina annosa",0.237817669324555,0.27042815436683,0.00200086727438929,0.112776046808241,0.913889818022313,0.911888950747924
"Helina evecta",0.235972038882516,0.266779336534294,0.00211514834792668,0.109091465564997,0.916044320049543,0.913929171701616
"Helina sp. SlikokOtu1781",0.242755551989714,0.270689271514758,0.00233518424792424,0.118258386197678,0.92334877507998,0.921013590832056
