"","mean occupancy","sd occupancy","q025","q5","q975","diff"
"Helina evecta",0.194759460001581,0.241299143075329,0.00239975692030068,0.0848638163497808,0.895386745674732,0.892986988754431
"Helina sp. SlikokOtu1781",0.189996675231486,0.230951151091621,0.0021574958973328,0.0839032351881703,0.852666705265183,0.85050920936785
"Helina sp. SlikokOtu2328",0.191431682007893,0.236983308353779,0.00214841626890957,0.0843638494185691,0.861964785059038,0.859816368790128
"Helophora reducta",0.44521655146904,0.262712550592191,0.0705810525232927,0.39340767256813,0.956665268235458,0.886084215712165
"Hemerobius conjunctus",0.193814601717581,0.234908355477914,0.00213763502126405,0.0871811021982091,0.840399110074822,0.838261475053558
"Hemerobius humulinus",0.326473290968319,0.252796871379282,0.0385348283454937,0.245299942859131,0.935448332417854,0.89691350407236
"Hemerobius kokaneeanus",0.19394801123403,0.237441398836236,0.00215493695908642,0.0900801325245946,0.861786820286519,0.859631883327433
"Hemerobius marginatus",0.308139099619358,0.270275094829253,0.0164723516285667,0.208099784140175,0.944889354175521,0.928417002546954
"Hemerobius ovalis",0.196287646139679,0.241956687844411,0.00185255868273888,0.0889007637648187,0.888991369340253,0.887138810657514
"Hemerobius simulans",0.217929683611334,0.262377373703983,0.00175193452358837,0.0884479734366243,0.90853043945698,0.906778504933392
"Heterarthrus nemoratus",0.297046251864305,0.264771460641846,0.0173678730572305,0.196141711333129,0.930370966340666,0.913003093283435
"Hilara argentata",0.303651862593991,0.272068483514591,0.0169170524767599,0.199054150467001,0.932882258145746,0.915965205668986
"Hilara sp. BOLD:ACF7542",0.213487099544665,0.254403669293092,0.00266748693299713,0.0957311858108364,0.882796907864229,0.880129420931232
"Hippodamia tredecimpunctata",0.201566419252661,0.240162340908724,0.00198888494213088,0.092826719375618,0.845633770287888,0.843644885345757
"Hybotidae sp. BOLD:AAG6953",0.199831506015987,0.244980853718033,0.00265780834135634,0.0884242141369251,0.882013214518041,0.879355406176685
"Hybotidae sp. BOLD:AAQ0820",0.361272314021588,0.253670002771548,0.0477838602777776,0.293343820801054,0.934812499174567,0.887028638896789
"Hybotidae sp. BOLD:ACC5973",0.185919090656371,0.232624705783153,0.00217376675293858,0.0805649704027832,0.849484024660403,0.847310257907464
"Hybotidae sp. BOLD:ACX4896",0.717110389164375,0.130786655076768,0.471442350554021,0.711235584451856,0.96640631055495,0.494963960000929
"Hybotidae sp. SlikokOtu1004",0.199526025039176,0.239836709267431,0.00204266709141626,0.0940211193886152,0.867993540222173,0.865950873130757
"Hybotidae sp. SlikokOtu1216",0.208985157991816,0.253994700257688,0.00200979843978153,0.0915183188845011,0.902676550093803,0.900666751654021
"Hybotidae sp. SlikokOtu2347",0.172404180902341,0.222603328681643,0.00170607997515663,0.0731013165877419,0.848126565628953,0.846420485653797
"Hydrotaea militaris",0.215234871093875,0.230329813964789,0.0111678625687111,0.121754044113663,0.852526830648932,0.841358968080221
"Hydrotaea pilitibia",0.301787438147388,0.262237076505397,0.0162099619410366,0.201163627050338,0.922990224036717,0.90678026209568
"Hydrotaea sp. SlikokOtu1967",0.199671588270805,0.236896262445944,0.0025646896610227,0.09756532501322,0.860302141015152,0.857737451354129
"Hydrotaea spinifemorata",0.203231509338358,0.243657586777508,0.00216012170113385,0.0956138112640267,0.884127988842756,0.881967867141622
"Hydrotaea unispinosa",0.195039797062223,0.243103727954843,0.00157495287691498,0.0838905835417909,0.88525144610213,0.883676493225215
"Hymenoptera sp. SlikokOtu1992",0.191650010238884,0.242654673162443,0.00199686638381696,0.0779652831658427,0.886541524637393,0.884544658253577
"Hypomma bituberculatum",0.296750271549074,0.261176047591293,0.0176131929998789,0.197940292675066,0.923553868497757,0.905940675497878
"Ichneumonidae sp. BOLD:ACX6606",0.20637148822465,0.251494697155255,0.00185997152246446,0.0883940288306752,0.899051696476964,0.897191724954499
"Ichneumonidae sp. BOLD:ADF4363",0.195553715707101,0.240018340875838,0.00200818557027453,0.0863920550351981,0.867367208351685,0.86535902278141
"Ichneumonidae sp. SlikokOtu1082",0.225112753199049,0.243482975445561,0.013553495323325,0.119888291499021,0.901446949019536,0.887893453696211
"Ichneumonidae sp. SlikokOtu1186",0.207292634733303,0.250988579688388,0.00229812799405548,0.0907081018161194,0.893397656904406,0.89109952891035
"Ichneumonidae sp. SlikokOtu1550",0.184018587793555,0.236391512214168,0.00143564421168861,0.0726981725275156,0.873346614726558,0.871910970514869
"Ichneumonidae sp. SlikokOtu1646",0.195223482121868,0.245572849471013,0.00190723428094406,0.0832700532618733,0.893960806591018,0.892053572310074
"Ichneumonidae sp. SlikokOtu1766",0.183468361662517,0.226570952049301,0.00209700172876436,0.0808413874043668,0.828487960969039,0.826390959240274
"Ichneumonidae sp. SlikokOtu254",0.215089695527173,0.257417178253313,0.00273677431377092,0.0919482319004404,0.913088279472799,0.910351505159028
"Ichneumoninae sp. BOLD:ACA6944",0.192819248762693,0.242503695214778,0.00187361026027882,0.0846693632973289,0.881157027939572,0.879283417679293
"Ichneumoninae sp. BOLD:ACM0987",0.188586213953986,0.236389247477666,0.0024588045475767,0.0807436968203326,0.862068932079821,0.859610127532244
"Idiocerus elegans",0.107666731232192,0.144268757650374,0.00895817378463408,0.0648694536354548,0.610080135827443,0.601121962042809
"Idiocerus sp. BOLD:ABZ6671",0.293903199672333,0.256581352949655,0.019522285336943,0.204530767538378,0.899128121361017,0.879605836024074
"Idiocerus sp. SlikokOtu1451",0.198636472579267,0.242591317667091,0.0020967800286678,0.0856072167587494,0.871838572413037,0.869741792384369
"Idiocerus subnitens",0.10209842584865,0.124479842986951,0.00906936993715588,0.0644753577727144,0.496542037028686,0.48747266709153
"Idiocerus xanthiops",0.312884577238421,0.267751559556771,0.0199873996490235,0.21802474900442,0.928513848411478,0.908526448762454
"Illinoia menziesiae",0.222296263619145,0.24114717556257,0.0134027223399693,0.1146242410897,0.87793641292004,0.864533690580071
"Ilythea spilota",0.214096312444512,0.258836394605742,0.00235218620461318,0.0890107164484458,0.894333856916785,0.891981670712172
"Insecta sp. SlikokOtu1354",0.311238481401263,0.27018063322118,0.0177583937960676,0.20775429231577,0.933369385840146,0.915610992044078
"Insecta sp. SlikokOtu1479",0.271312675292175,0.246901566575691,0.0176607671774947,0.177401070213396,0.890738691534347,0.873077924356852
"Insecta sp. SlikokOtu1701",0.308761346232899,0.26711611505128,0.0139342584045617,0.219354843381352,0.923665458612888,0.909731200208327
"Insecta sp. SlikokOtu1836",0.239778669433045,0.250679770200757,0.0127280414460544,0.132997904345863,0.915520212372423,0.902792170926369
"Insecta sp. SlikokOtu2103",0.295524526833116,0.256928116325932,0.0183009070759279,0.208740383069658,0.914731201004958,0.89643029392903
"Insecta sp. SlikokOtu291",0.312812150516293,0.265539144814155,0.0191354421970013,0.221849254059322,0.93919414978055,0.920058707583549
"Insecta sp. SlikokOtu40",0.28184553261406,0.241800659248741,0.020889090693093,0.197844241745408,0.881952979520268,0.861063888827175
"Insecta sp. SlikokOtu543",0.301439331879765,0.263632677996719,0.0175160151764622,0.206638641819587,0.913964222352517,0.896448207176055
"Insecta sp. SlikokOtu852",0.287876280372749,0.255343192162013,0.0172122329686824,0.190117200567246,0.919895019630927,0.902682786662244
"Javesella sp. BOLD:ACI4365",0.313247398742343,0.268624382658114,0.0169068964988756,0.224063233184031,0.918026291576767,0.901119395077891
"Kaestneria rufula",0.204388125750526,0.25186760676398,0.00233941579588651,0.0891517207166493,0.884766931234634,0.882427515438748
"Keroplatidae sp. SlikokOtu1031",0.192883462122015,0.236069527985108,0.00177250332069419,0.0861141117707887,0.867477126945232,0.865704623624538
"Keroplatidae sp. SlikokOtu12",0.18512926577183,0.233793059402396,0.00191221334286173,0.0792955270570371,0.854441114138853,0.852528900795991
"Keroplatidae sp. SlikokOtu2237",0.18614963341093,0.237137291796241,0.00192637906797639,0.0750595723469608,0.862940099234101,0.861013720166124
"Keroplatidae sp. SlikokOtu332",0.190926861804464,0.244317515831533,0.00233944047111957,0.0780056088680843,0.88596076775134,0.883621327280221
"Lachesilla contraforcepeta",0.200515934617704,0.247904370423872,0.00243499462091475,0.0832760774260595,0.893204826739774,0.890769832118859
"Larinioides patagiatus",0.0898137526685248,0.099377062854479,0.00850453481655639,0.0591805478095586,0.357767970446356,0.3492634356298
"Lasiomma nr. consobrinum",0.193301076736001,0.239932941389902,0.00216465350473227,0.0846759384495331,0.877923883865278,0.875759230360546
"Lasiomma octoguttatum",0.204751625765188,0.246824127211534,0.00182565123879511,0.0895072204515292,0.858127838496114,0.856302187257319
"Lathrapanteles heleios",0.291422794561754,0.25382768663347,0.0175979581876878,0.207266765162853,0.926847977327969,0.909250019140281
"Lauterborniella agrayloides",0.198807119491655,0.241686210633539,0.00191932218859179,0.0888366032334984,0.886077446514375,0.884158124325783
"Lauxania shewelli",0.274842261813401,0.204800147661272,0.0528015983125455,0.206677528854316,0.863023729199995,0.81022213088745
"Lauxaniidae sp. BOLD:AAP8083",0.316326735477951,0.269847525661768,0.0199990482134518,0.221879314478469,0.938921470750466,0.918922422537014
"Lauxaniidae sp. BOLD:ACZ2663",0.194708336229635,0.247719850738342,0.00145813712216675,0.0802440614475712,0.898377980659242,0.896919843537076
"Lepidoptera sp. SlikokOtu1633",0.192707574997293,0.244554374342151,0.0020386347653664,0.0808011495619792,0.895833589190234,0.893794954424867
"Lepidoptera sp. SlikokOtu2011",0.197556511349478,0.248222317506742,0.00235223890117703,0.0849878782612218,0.900296543683544,0.897944304782367
"Lepidoptera sp. SlikokOtu839",0.304103911596712,0.264436071070099,0.0192412947191796,0.207260586897752,0.920986876112338,0.901745581393159
"Leptalia macilenta",0.217239107059788,0.226618528341516,0.0126875892728266,0.124671124765976,0.835949462133824,0.823261872860997
"Lepthyphantes alpinus",0.316316833214525,0.27170950578399,0.0189566534003567,0.221324606925751,0.928743501373308,0.909786847972951
"Leptosciarella sp. BOLD:ACC1232",0.213342983913161,0.228995203667401,0.0111479054264987,0.117943332847078,0.851047458152829,0.839899552726331
"Leptosciarella sp. SlikokOtu1674",0.289950125190279,0.258661457901287,0.0169421419067757,0.198623986447674,0.940293094510609,0.923350952603833
"Leptosciarella sp. SlikokOtu1676",0.290473713987357,0.257817907698233,0.0166542696465406,0.195772789930708,0.911445189786111,0.89479092013957
"Leptus sp. SlikokOtu1284",0.196082605960984,0.24357961137922,0.0018037311842682,0.0834078628222624,0.874815121863588,0.87301139067932
"Ligyrocoris sylvestris",0.224734519898536,0.26620397969666,0.00258476726314868,0.0969497138841,0.907781402663827,0.905196635400679
"Limnephilus ornatus",0.231698756736224,0.243394095876715,0.0123546810524131,0.127665704574709,0.894427256134303,0.88207257508189
"Limnephilus sp. BOLD:ADI0058",0.212191737928635,0.226629915668332,0.0116882876105736,0.117509173627642,0.8461258633231,0.834437575712526
"Limnophila poetica",0.200615040677899,0.243562485311182,0.00218669077325017,0.0913516006650687,0.890235122943847,0.888048432170597
"Limnophyes minimus",0.242464177416877,0.254124841035301,0.0119340880495289,0.127862116372156,0.935877901782644,0.923943813733115
"Limnophyes sp. BOLD:AAQ0626",0.193886903529312,0.244165786384395,0.00253526813343565,0.0815672501861147,0.892902957582063,0.890367689448627
"Limnophyes sp. SlikokOtu1705",0.294750310649166,0.26456609929929,0.0167235682607954,0.199457338483573,0.936710784137268,0.919987215876472
"Limoniidae sp. BOLD:AAF8971",0.195587506645801,0.236499814161907,0.00223945038218731,0.0865919961191418,0.841793798429595,0.839554348047408
"Limoniidae sp. BOLD:ADC8285",0.211191819570038,0.252725043318227,0.00212597448900672,0.0943455889456347,0.887565479427232,0.885439504938225
"Limoniidae sp. SlikokOtu1187",0.191889980866119,0.23781216699699,0.001994512441743,0.0855249402757543,0.864436380922015,0.862441868480272
"Limoniidae sp. SlikokOtu1301",0.170768604263777,0.218310689627207,0.00176358662183422,0.0774845200830523,0.837286730564967,0.835523143943132
"Limoniidae sp. SlikokOtu1460",0.189900085811358,0.249091162701019,0.00170693892111825,0.074342945283791,0.8985305207089,0.896823581787782
"Limoniidae sp. SlikokOtu1547",0.214010089329882,0.248373126798358,0.00168096140292479,0.101958748574634,0.890502730196937,0.888821768794012
"Limoniidae sp. SlikokOtu1994",0.201223170808798,0.247640407663779,0.00198326119502395,0.084697285724187,0.880376733007792,0.878393471812768
"Limoniidae sp. SlikokOtu1995",0.1887142324157,0.236535517343469,0.00237037586381787,0.0852693326162986,0.866333087591622,0.863962711727804
"Limoniidae sp. SlikokOtu2304",0.208532634203469,0.252198559905577,0.0020270558695975,0.0922249453097103,0.890609525243914,0.888582469374317
"Limoniidae sp. SlikokOtu2306",0.171627678404047,0.212535626873943,0.00252033958922173,0.074466227835831,0.763488298660097,0.760967959070876
"Limotettix arctostaphyli",0.277439695593507,0.245788149032085,0.0150822016028024,0.192728359450364,0.902254691469214,0.887172489866412
"Limotettix plutonius",0.207821250657703,0.257833355366037,0.0020040514589291,0.0865053474003669,0.912346590443599,0.910342538984669
"Limotettix sp. BOLD:ABX4337",0.190186989573736,0.236320754104258,0.00225494626294768,0.0818000245589042,0.879149592010019,0.876894645747071
"Liriomyza equiseti",0.243839687151489,0.258329684690157,0.0122167561086345,0.125710125603307,0.915594036759556,0.903377280650921
"Liriomyza sp. SlikokOtu253",0.231105386670971,0.236022749246295,0.0122955770023136,0.134722827379692,0.875909357124745,0.863613780122431
"Lissonota sexcincta",0.325065493821838,0.252870287985031,0.0355702255729317,0.242538817355984,0.925946884621586,0.890376659048654
"Lithophane thaxteri",0.327722149025139,0.25831985420448,0.0367450111132592,0.241183604788758,0.935985054095029,0.899240042981769
"Lobophora nivigerata",0.190195195103316,0.239222908554837,0.00192641383231428,0.0832237169400732,0.877480809760767,0.875554395928453
"Lycoriella sp. BOLD:ACB2386",0.281198904910899,0.253176597975843,0.0177982114301425,0.188551264410601,0.911956088140056,0.894157876709914
"Lygocoris pabulinus",0.589744987973304,0.13144761245074,0.366182606165004,0.577788681961017,0.885201944023448,0.519019337858444
"Lygus sp. BOLD:ABZ1405",0.247184394773409,0.253415452524419,0.0117442409717509,0.135629337532771,0.911224275679819,0.899480034708069
"Macaria brunneata",0.233049888036307,0.241104881047441,0.0127262565909875,0.1339198728708,0.894304937558031,0.881578680967043
"Macaria sp. BOLD:AAA1255",0.197255263344415,0.248441663498468,0.00184629755791454,0.0799854923771954,0.883127362764303,0.881281065206388
"Macrocera sp. BOLD:AAP6490",0.16715970500163,0.217230112068045,0.00165186877489068,0.076863350024117,0.81733842022534,0.81568655145045
"Macrocera stigma",0.184337741747938,0.232597044502701,0.00255290017197394,0.0833619834679568,0.879413902303889,0.876861002131915
"Macrosiphum euphorbiae",0.59999438708371,0.200330825217726,0.262890627417141,0.581305476613766,0.974667828752184,0.711777201335043
"Macrosteles binotatus",0.196388866248671,0.249665780968994,0.00227990965947594,0.078025274809634,0.88948438043727,0.887204470777794
"Macrosteles cristata",0.430089425120473,0.255097056068347,0.0841083014313591,0.373989057423035,0.95615275163384,0.87204445020248
"Macrosteles sp. nr. CNCHG168-12",0.305687200415944,0.249150700554058,0.031750518015386,0.219268022012808,0.915270180984122,0.883519662968736
"Mecomma gilvipes",0.226305706432948,0.239543409327976,0.0115745436878859,0.124818333382416,0.895279107872202,0.883704564184317
"Medetera vockerothi",0.279048195860784,0.243202662186614,0.0168100831486989,0.195045425397819,0.896849428106456,0.880039344957757
"Medina luctuosa",0.217908960065266,0.259414143381384,0.00180269464878816,0.0985038420793866,0.912867186602773,0.911064491953985
"Megaphthalmoides unilineatus",0.335660584202997,0.260213862736371,0.0385156684010397,0.252079963515569,0.925610716233247,0.887095047832207
"Megaselia diversa",0.202911870655943,0.24624608277779,0.00230684588723484,0.0917056752975647,0.881821329633412,0.879514483746177
"Megaselia infraposita",0.211133386866598,0.250208701911232,0.0020400995189316,0.0974950532613756,0.898760235292894,0.896720135773962
"Megaselia longicostalis",0.193088278267312,0.235687137220948,0.00237680636477326,0.0890659762002041,0.862194767665131,0.859817961300357
"Megaselia sp. BOLD:AAG3234",0.182502511485812,0.230896174045391,0.00233164147903367,0.0796006731181734,0.847762083285743,0.845430441806709
"Megaselia sp. BOLD:AAG3235",0.18252236545371,0.23015413013404,0.00175570348799432,0.0789187820391666,0.87002938638733,0.868273682899336
"Megaselia sp. BOLD:AAG3266",0.293264764186631,0.256656665326452,0.0165111579676702,0.20596444247505,0.921498068488478,0.904986910520808
"Megaselia sp. BOLD:AAG3356",0.23960230219822,0.273213758175842,0.00236484544817194,0.109546616919725,0.925352700537456,0.922987855089284
"Megaselia sp. BOLD:AAL9073",0.213183940049258,0.25157233765085,0.00232014173669321,0.0937611011775857,0.87929574300169,0.876975601264997
"Megaselia sp. BOLD:AAM7996",0.19191108590012,0.240710108899731,0.00245235189322401,0.0794397221148856,0.856457053245339,0.854004701352115
"Megaselia sp. BOLD:AAU5627",0.183127370631857,0.230722195905673,0.00241884447175743,0.0783060148989976,0.852745202693677,0.850326358221919
"Megaselia sp. BOLD:ACB1070",0.222545451591183,0.261880712737664,0.00190472297380018,0.0979295628560588,0.895279315420225,0.893374592446425
"Megaselia sp. BOLD:ACC0128",0.201398691705267,0.244896837749857,0.0021722067382307,0.0921520226118565,0.874237103574364,0.872064896836133
"Megaselia sp. BOLD:ACC9898",0.208405339123039,0.252683249362425,0.00204871631056786,0.0947985432731307,0.90810075292153,0.906052036610962
"Megaselia sp. BOLD:ACZ4314",0.19592412844135,0.242939899096598,0.00169723969625897,0.0872796985573383,0.887176024621556,0.885478784925297
"Megaselia sp. BOLD:ADA3078",0.171695798388564,0.219189907252813,0.00194851119028337,0.0751290512236048,0.814104367682152,0.812155856491868
"Megastylus orbitator",0.194380297015028,0.238308366218068,0.00203150689719106,0.0858232863607303,0.873329659220407,0.871298152323216
"Megeremaeus sp. BOLD:ACC1118",0.102282261244296,0.12918723635492,0.00711853616001201,0.0631168397333218,0.529527642380446,0.522409106220434
"Melanomya ordinaria",0.185361912190472,0.229961078934742,0.00189876480362392,0.0825082315710093,0.852661991745349,0.850763226941725
"Melanoplus sp. BOLD:AAA4555",0.360636141829585,0.245974056669813,0.0720035099962701,0.279847502908526,0.928368671199279,0.856365161203009
"Melanostoma mellinum",0.306867741760041,0.269281745779469,0.0156203254277746,0.211988932536825,0.927283517547468,0.911663192119693
"Melanostoma sp. BOLDAAB2866",0.200212660980898,0.246965627438528,0.00209116731298636,0.0856734059394318,0.887963835876788,0.885872668563802
"Mesembrina latreillii",0.100744505463583,0.122773375234728,0.00837324921665057,0.0625898447756933,0.497185101070375,0.488811851853724
"Metopomyza interfrontalis",0.198723694483207,0.242648318690321,0.00202699410285101,0.0871490607346537,0.887022769238285,0.884995775135434
"Metriocnemus  sp. BOLD:ACI3613",0.317647286612354,0.248664907365652,0.037915501609829,0.232686949677639,0.920507936301629,0.8825924346918
"Metriocnemus sp. 4ES",0.208326915028118,0.249648877724976,0.00248788775632982,0.0933366532479134,0.886528385563705,0.884040497807375
"Micromus borealis",0.337492980441728,0.213182772199541,0.075206341726528,0.280191372326957,0.858963100974896,0.783756759248368
"Microplitis sp. jft06",0.305898690201938,0.266850168704754,0.0160459475408098,0.211147223612843,0.927555216997839,0.911509269457029
"Micropsectra subletteorum",0.193870501802072,0.248144106889798,0.00198323997031827,0.0809978393630214,0.910502575777123,0.908519335806804
"Minettia lupulina",0.192046630094272,0.235162988614727,0.00192899829337539,0.086185113290135,0.865342828798842,0.863413830505466
"Misumena vatia",0.477976681198693,0.243925566886163,0.11888222346323,0.447210299416801,0.959554770729552,0.840672547266321
"Mompha conturbatella",0.290385516299934,0.258197498698655,0.0170954760438494,0.192887475238356,0.908837154193,0.89174167814915
"Monoctonus sp. SlikokOtu1672",0.278725175850761,0.241166419509698,0.0203052837425641,0.195928907549438,0.881663512194356,0.861358228451792
"Monoctonus sp. SlikokOtu1854",0.2797689799456,0.249088911516644,0.0169571597020121,0.19224095560227,0.911267458620806,0.894310298918794
"Monopelopia tenuicalcar",0.300698968968382,0.262126462725265,0.0182329752355118,0.209413000346544,0.929779048431065,0.911546073195553
"Morellia podagrica",0.182383746465257,0.234089547972274,0.00168316125078408,0.0761045631319409,0.8572690650157,0.855585903764916
"Morellia sp. SlikokOtu2229",0.190415384890183,0.230683896536116,0.00265658117722405,0.0838421306850725,0.840053892580096,0.837397311402872
"Mughiphantes sp. 1GAB",0.44784811005589,0.209812087374595,0.158255173388264,0.394233363562106,0.922993421379742,0.764738247991478
"Muscidae sp. cf. DRYAS21764-15",0.216037700409839,0.209256218409166,0.0250076843446698,0.136876667186749,0.82861805060306,0.80361036625839
"Muscidae sp. SlikokOtu1343",0.210866536359153,0.251897608015687,0.00207241686236689,0.095156380980653,0.891797712439593,0.889725295577226
"Muscidae sp. SlikokOtu1551",0.185892230645795,0.231824955465932,0.00173979042919682,0.0847784558036121,0.880004569918444,0.878264779489247
"Muscidae sp. SlikokOtu1959",0.193240535250635,0.237515438515311,0.00198432145122585,0.0849900458485156,0.851723791601344,0.849739470150118
"Muscidae sp. SlikokOtu2163",0.235915536879426,0.246586460293371,0.0119313242649401,0.13082785015789,0.899151137112433,0.887219812847493
"Muscidae sp. SlikokOtu2218",0.200649068836006,0.241973281624658,0.00212936812051805,0.0901939686874433,0.885062789950325,0.882933421829807
"Muscidae sp. SlikokOtu2240",0.175737122194119,0.223419458165016,0.00189510097634408,0.0739812221746864,0.828274624378662,0.826379523402318
"Muscidae sp. SlikokOtu367",0.233755106981105,0.229540788989091,0.0214202207858464,0.136728516352962,0.868564720452896,0.84714449966705
"Muscidae sp. SlikokOtu836",0.221070388140695,0.221799118674786,0.0219206515399631,0.135520581419459,0.872826945166329,0.850906293626366
"Muscidae sp. SlikokOtu843",0.249813566393282,0.238760434934987,0.0252136313703927,0.149301691158998,0.897359204387358,0.872145573016966
"Muscidae sp. SlikokOtu931",0.236498497231444,0.226237896336631,0.0228792749481141,0.143893756084266,0.856222001642705,0.833342726694591
"Mycetophila abiecta",0.177818739165936,0.235114522125352,0.00148816175691483,0.0685054738359289,0.868460627503434,0.866972465746519
"Mycetophila alea",0.313967732809854,0.276025007015561,0.016588967010538,0.210238865421143,0.942179193277145,0.925590226266608
"Mycetophila cruciator",0.209687233523349,0.25178322057737,0.00241785746036411,0.0964310345407695,0.874422429045931,0.872004571585567
"Mycetophila luctuosa",0.253344273541642,0.263088743152651,0.014192337045725,0.138570556150865,0.92934226994723,0.915149932901505
"Mycetophila ocellus",0.21581291344824,0.258077943444381,0.00230295665976786,0.0904758838893561,0.899875592746317,0.897572636086549
"Mycetophila perpallida",0.207866931098451,0.247490294326161,0.00228346966432551,0.0942980663982535,0.869817651364163,0.867534181699837
"Mycetophila sp. BOLD:ACC2284",0.303397925216598,0.270520400239706,0.0149036369818894,0.198454094571745,0.941531072220593,0.926627435238704
"Mycetophila sp. BOLD:ACI4626",0.317390811740723,0.253331997701206,0.0334056210720743,0.232372534371329,0.925164061790095,0.89175844071802
"Mycetophila sp. BOLD:ACI5110",0.303820260055729,0.261049512793076,0.0186477312446053,0.211218224793711,0.927588188998524,0.908940457753919
"Mycetophila sp. BOLD:ACJ8367",0.165845435484402,0.211475909899135,0.00227816519074869,0.0701654347756549,0.78165069375514,0.779372528564391
"Mycetophila sp. BOLD:ACM0447",0.316955035927014,0.250557319564988,0.0348706159594159,0.235381137973106,0.923501144291089,0.888630528331674
"Mycetophila sp. CJB4",0.177589949665039,0.225865730997331,0.00196891198631623,0.0788313951425724,0.856507488085277,0.85453857609896
"Mycetophila sp. SlikokOtu1552",0.200496441508,0.249263764906356,0.00201232808129343,0.0834475729949801,0.887384721340496,0.885372393259202
"Mycetophila uninotata",0.213153249377598,0.246833647012772,0.00270610120734196,0.102226993466712,0.880926275675111,0.878220174467769
"Mycetophilidae sp. BOLD:ADH8013",0.186842531047663,0.237487639604674,0.00178087876377484,0.0784973512541587,0.855295174442778,0.853514295679004
"Mycetophilidae sp. CNFNN233-14",0.312159778530007,0.251336726196481,0.0336857052993066,0.230354102792685,0.912715741402217,0.87903003610291
"Mycetophilidae sp. SlikokOtu1043",0.168730518025448,0.217790773843387,0.00209329180958878,0.0699769067174633,0.818199451942164,0.816106160132575
"Mycetophilidae sp. SlikokOtu1126",0.352715116059377,0.268652290105339,0.0353418283300761,0.271163362201819,0.94666829965494,0.911326471324864
"Mycetophilidae sp. SlikokOtu1188",0.18498858769358,0.229639335949124,0.00191628500585645,0.0846086234068009,0.837433726255441,0.835517441249584
"Mycetophilidae sp. SlikokOtu1620",0.180307870022713,0.233395169725949,0.00211951029380755,0.0781815799253979,0.884232218625924,0.882112708332117
"Mycetophilidae sp. SlikokOtu1715",0.3315808913874,0.262278198431519,0.0355540175052846,0.240154692001732,0.939164324917392,0.903610307412107
"Mycetophilidae sp. SlikokOtu1718",0.238329177827223,0.24543566775318,0.0133470991080423,0.134341005761445,0.901986724546856,0.888639625438814
"Mycetophilidae sp. SlikokOtu1748",0.28600341259191,0.253143081829498,0.0188374018404736,0.190154696797028,0.906284939184558,0.887447537344085
"Mycetophilidae sp. SlikokOtu1749",0.29404440015654,0.260739650949745,0.0182593590442073,0.20240459725124,0.942021540338251,0.923762181294043
"Mycetophilidae sp. SlikokOtu1778",0.215849370165981,0.253051626857241,0.00256773385586349,0.0980942800393511,0.904141128316291,0.901573394460428
"Mycetophilidae sp. SlikokOtu1800",0.201012146653096,0.250493317490022,0.00167499061723881,0.0849482472007292,0.876635348045563,0.874960357428324
"Mycetophilidae sp. SlikokOtu1876",0.183017388374318,0.23245025984992,0.00181413126501498,0.0782078114042546,0.851093621028355,0.84927948976334
"Mycetophilidae sp. SlikokOtu1922",0.296598161375023,0.259124186526653,0.0181383409686237,0.203803920473731,0.931265714151854,0.91312737318323
"Mycetophilidae sp. SlikokOtu1936",0.221107398052899,0.264254887363183,0.00218618096498416,0.0960816551704768,0.923679947879847,0.921493766914863
"Mycetophilidae sp. SlikokOtu1947",0.180546676365638,0.22839194724664,0.00185775547204651,0.0780458823493048,0.827333150714403,0.825475395242356
"Mycetophilidae sp. SlikokOtu2079",0.288759894590145,0.253509627893233,0.0176072848948912,0.192430219993421,0.915526932911073,0.897919648016182
"Mycetophilidae sp. SlikokOtu2080",0.288890789144567,0.258044709400316,0.0175338611279778,0.191039648731576,0.902754434498428,0.88522057337045
"Mycetophilidae sp. SlikokOtu2121",0.186911004970745,0.199534108501883,0.0113529873711401,0.10652728353205,0.76533150941173,0.75397852204059
"Mycetophilidae sp. SlikokOtu2179",0.304160070836218,0.262840466237244,0.0179534219184819,0.210723303042855,0.913659507224003,0.895706085305521
"Mycetophilidae sp. SlikokOtu2180",0.311545241258093,0.264596361436157,0.017073033728903,0.222758474394579,0.928323922285261,0.911250888556358
"Mycetophilidae sp. SlikokOtu2182",0.300722426065026,0.263196648667602,0.0183238799867842,0.201922788838191,0.927866314394779,0.909542434407994
"Mycetophilidae sp. SlikokOtu2186",0.276041399153472,0.248813910742523,0.0173511083275298,0.190492825795214,0.911461244135215,0.894110135807685
"Mycetophilidae sp. SlikokOtu2215",0.202261364955668,0.246415593018766,0.00193118886605964,0.0926402185584826,0.868222401508795,0.866291212642736
"Mycetophilidae sp. SlikokOtu2232",0.203113562483783,0.251416482207188,0.00198018934935433,0.0907190112368497,0.919613107226235,0.917632917876881
"Mycetophilidae sp. SlikokOtu2245",0.219717960247819,0.259278551806497,0.00195428412676814,0.101472757755982,0.89236140410408,0.890407119977312
"Mycetophilidae sp. SlikokOtu437",0.175669682066336,0.217189011562796,0.00152510148040132,0.0796698082120906,0.781928420698481,0.780403319218079
"Mycetophilidae sp. SlikokOtu500",0.362392667123635,0.261304857830395,0.0450737120781604,0.288144339060093,0.937721113822667,0.892647401744507
