"","mean detection","sd detection","q025","q5","q975","diff"
"Conchapelopia sp. BOLD:AAP8992",0.324137986359633,0.294230236403708,0.0135551512666791,0.209964468443747,0.948852187578955,0.935297036312276
"Conioscinella sp. TAW3",0.241149183556326,0.269454387916083,0.00263425184596343,0.118472769051328,0.899181005652793,0.89654675380683
"Constempellina brevicosta",0.242992027172314,0.276351882727532,0.00246898750557257,0.114695862695101,0.932470830724005,0.930001843218432
"Contacyphon variabilis",0.188689537410716,0.195777910944637,0.00906863309101279,0.113750907705874,0.729282830340285,0.720214197249272
"Cordyla sp. BOLD:AAP6493",0.200188734828419,0.205065044669399,0.00915711531844175,0.118503332560517,0.755880599395759,0.746723484077317
"Corticarina minuta",0.22919773083997,0.270339850194209,0.00143236434722797,0.0964254092567015,0.920842505708576,0.919410141361348
"Corynoptera blanda",0.203797827201064,0.202977867452547,0.0107064355816202,0.124750265982371,0.747098603168726,0.736392167587106
"Corynoptera sp. BOLD:ACG3227",0.20388829030613,0.198447772340432,0.009588174690613,0.130793348823884,0.732040898190194,0.722452723499581
"Corynoptera sp. BOLD:ADC2113",0.318169201599832,0.15652461282587,0.101353222989381,0.290300088614789,0.687399986899798,0.586046763910417
"Corynoptera sp. BOLD:ADK6917",0.320090600562708,0.285877731528142,0.0128827694532529,0.225797330978869,0.949158638292454,0.936275868839201
"Corynoptera subtrivialis",0.179923515268185,0.136932039877114,0.0305094925989243,0.136556930181306,0.546504671557752,0.515995178958828
"Craspedolepta schwarzi",0.233154452767564,0.270330292136159,0.00221443873854059,0.106089099684326,0.940082277116262,0.937867838377722
"Cricotopus sp. 15SG",0.226949050865809,0.270299008234629,0.00182549480009152,0.0959901062045156,0.917725346200833,0.915899851400742
"Cricotopus tremulus",0.233282323502978,0.268410861802638,0.00199789908194434,0.107099422917746,0.906294431552697,0.904296532470752
"Criomorphus sp. SlikokOtu228",0.227697036638892,0.261029873817351,0.00203885269830384,0.107777277950453,0.91012869323846,0.908089840540156
"Cryptinae sp. BOLD:AAH1778",0.22948413000291,0.268911826768437,0.00151379354464226,0.103065234986399,0.920171568413571,0.918657774868929
"Cryptinae sp. BOLD:AAN8142",0.320835874411679,0.291279516492555,0.0132679509199265,0.216202100966045,0.944743263656724,0.931475312736798
"Cryptinae sp. BOLD:AAU9435",0.209310874294311,0.207160611897807,0.0109683508249949,0.128750037726736,0.760425754343422,0.749457403518427
"Cryptinae sp. BOLD:ACD0494",0.198139462044373,0.197672771195808,0.0101762957472,0.123172535846435,0.725267819126556,0.715091523379356
"Cryptinae sp. BOLD:ACZ6467",0.203283837917718,0.20391304555421,0.0107620721494329,0.124875916674795,0.763815685902188,0.753053613752755
"Cryptochironomus sp. BOLD:AAI6007",0.584073797988583,0.272429920886831,0.0742649351834754,0.618381654573211,0.980415747867315,0.90615081268384
"Culex territans",0.339787604779137,0.294430387889106,0.0133104980884045,0.24975844702641,0.947442795087648,0.934132296999243
"Culicidae sp. SlikokOtu1643",0.206340777265886,0.207857946974131,0.0093553646130425,0.125070296692325,0.757998188553495,0.748642823940453
"Culicinae sp. SlikokOtu1958",0.208850331664725,0.207426403053694,0.010719552533555,0.127078140760103,0.752729810282211,0.742010257748656
"Culicoides obsoletus",0.231718968323868,0.268958092978335,0.00220149880778204,0.10060360795345,0.89518388809691,0.892982389289127
"Culicoides stilobezzioides",0.236099623811404,0.261923401369297,0.0022952739592187,0.121323472872387,0.89197385819924,0.889678584240021
"Culiseta impatiens",0.238355284996807,0.272611115913411,0.00247634514359409,0.107811698907792,0.937296882863265,0.934820537719671
"Culiseta morsitans",0.226471974784458,0.263940978578717,0.00229409523713594,0.104069208699195,0.91263112519624,0.910337029959104
"Cyclosa conica",0.295040074799567,0.0929916319677914,0.148629881718347,0.280835977615591,0.508271103324114,0.359641221605767
"Cylindrotoma distinctissima",0.245461877814828,0.271994634709059,0.0021117373474892,0.117555022048753,0.904506639971364,0.902394902623875
"Dasyhelea modesta",0.234324603458458,0.274045270297767,0.00230915818459667,0.107686755197005,0.932404239297683,0.930095081113086
"Dasyhelea sp. 23ES",0.225645071003677,0.269053643883297,0.00222977811509491,0.0984787387008588,0.921119726331166,0.918889948216071
"Dasyhelea turficola",0.204598415611589,0.199531950746675,0.0107113606177247,0.128267757175523,0.727594347948974,0.71688298733125
"Dasysyrphus intrudens sp. complex",0.221297482945206,0.264905637555744,0.00199892184023317,0.0957977596868236,0.90803307054804,0.906034148707807
"Delia echinata",0.229518510618746,0.263156651839086,0.00192729319366933,0.115292202902535,0.900693837627491,0.898766544433822
"Delia fabricii",0.198245485607793,0.19823699987631,0.0103096269265939,0.122742543439411,0.74648882145057,0.736179194523976
"Delia lineariventris",0.250178098848529,0.272939050248856,0.00217659075490128,0.132578857536204,0.915604771897443,0.913428181142542
"Delia sp. BOLD:AAG2471",0.240694021517234,0.273081242699821,0.00244285474773809,0.111630362967461,0.918628680398178,0.91618582565044
"Delia sp. cf. SSEIB12031-13",0.221140504662587,0.259207632628574,0.00184471344718495,0.0982310460993088,0.902767357128161,0.900922643680976
"Delia tenuiventris",0.585137906618249,0.274627723760844,0.064237969781519,0.612595187917514,0.98329674436839,0.919058774586871
"Delphacidae sp. SlikokOtu1556",0.241716563782818,0.268219141487356,0.0024925346926884,0.11618214536309,0.901939372875946,0.899446838183257
"Delphacidae sp. SlikokOtu272",0.247015395511736,0.216846170090411,0.0215538242193934,0.166929072761148,0.807604739455726,0.786050915236332
"Delphacidae sp. SlikokOtu560",0.246494467076577,0.26972744655245,0.00182178537468433,0.131003522393882,0.922868819359,0.921047033984315
"Delphacidae sp. SlikokOtu909",0.226303649546448,0.266690484483658,0.00198589110836839,0.103488007568064,0.901197451989314,0.899211560880946
"Delphacidae sp. SlikokOtu951",0.220586046245094,0.268777584174842,0.00193120191527065,0.0942849533822394,0.931630184358927,0.929698982443657
"Delphacodes serrata",0.229761039713608,0.266883069720038,0.00319975812195702,0.105204525293575,0.928235276837626,0.925035518715669
"Dendroctonus rufipennis",0.203047886206987,0.202051286371754,0.0102172095321979,0.128872224532773,0.740914962300506,0.730697752768308
"Deroceras agreste",0.199227215037408,0.202275249176062,0.0103517605571169,0.11916402452739,0.752307141887587,0.74195538133047
"Deroceras laeve",0.312772168309926,0.287148741737447,0.0117795682356778,0.204350630669438,0.951595634689059,0.939816066453382
"Diapriidae sp. BOLD:AAU8951",0.233900066217284,0.261440782832554,0.0017356835902145,0.124953867542497,0.90911636594049,0.907380682350275
"Diapriidae sp. BOLD:AAU9299",0.20767072031168,0.202179022139685,0.010120059647249,0.131735740218036,0.730155709766642,0.720035650119393
"Diapriidae sp. BOLD:ACD9846",0.313985002832126,0.283702580432793,0.0135135008672688,0.217059729730469,0.947800057646001,0.934286556778732
"Diapriidae sp. BOLD:ACG3695",0.191855436884932,0.197739858212517,0.00976766419608981,0.110483602737608,0.717324557643859,0.707556893447769
"Diapriidae sp. BOLD:ACR7121",0.193366690850207,0.199147137566556,0.011128064915957,0.112085421867195,0.726559215613694,0.715431150697737
"Diapriidae sp. BOLD:ADD9643",0.182668122426356,0.193178131995396,0.00864873086162479,0.105855938170749,0.739095978257871,0.730447247396246
"Diapriidae sp. SlikokOtu1192",0.201299901034601,0.202540979903334,0.0106958995410244,0.120407188900031,0.757173542782896,0.746477643241872
"Diapriidae sp. SlikokOtu1208",0.199177106023435,0.200998719366068,0.0105422516414132,0.12151745027189,0.756841547301444,0.746299295660031
"Diapriidae sp. SlikokOtu1292",0.185621060816474,0.196594087494851,0.00892322382817927,0.10325646422621,0.7082863080328,0.699363084204621
"Diapriidae sp. SlikokOtu1464",0.202585044344357,0.197469563125438,0.011589648462357,0.125844483052894,0.731589751826132,0.720000103363775
"Diapriidae sp. SlikokOtu1806",0.192008611836318,0.198434383661543,0.00863931256423758,0.112156632671503,0.752806711750889,0.744167399186652
"Diapriidae sp. SlikokOtu1807",0.19707840430732,0.20364796948851,0.0102018969628636,0.113580382997345,0.74522602219444,0.735024125231576
"Diapriidae sp. SlikokOtu2017",0.217291208747236,0.210935004823101,0.00944027344775302,0.133215269484159,0.772227511020377,0.762787237572624
"Diapriidae sp. SlikokOtu2018",0.212619919003273,0.207650067028686,0.0118454269483598,0.132791964459903,0.776000402382036,0.764154975433676
"Diapriidae sp. SlikokOtu2019",0.20535237028348,0.205920427541901,0.0108724128283056,0.12465838764869,0.758016197465223,0.747143784636917
"Diapriidae sp. SlikokOtu2020",0.188005735724757,0.190861192685469,0.0107309152365544,0.112850953065737,0.69588167206225,0.685150756825695
"Diapriidae sp. SlikokOtu2345",0.196795206825644,0.198656586616396,0.0100919737110457,0.122787843411044,0.741101456425823,0.731009482714777
"Diapriidae sp. SlikokOtu2346",0.202202137629327,0.206431562562162,0.0102402762461418,0.118848923867424,0.764570362379415,0.754330086133273
"Diapriidae sp. SlikokOtu621",0.20800581498766,0.211018234085974,0.0118960057658126,0.122726147416113,0.802497527989837,0.790601522224024
"Diapriidae sp. SlikokOtu783",0.201559109568207,0.201195825356586,0.0105763428452236,0.126167769129594,0.755145386707932,0.744569043862708
"Diastata vagans",0.201338614473757,0.207492721503983,0.0102812045585813,0.118222470526607,0.766236711627775,0.755955507069193
"Dichelotarsus fissilis",0.233113074078777,0.271772355705889,0.00234772273880302,0.104638658638404,0.910417031775796,0.908069309036993
"Dichelotarsus heteronychus",0.246140879800787,0.270153065716133,0.002593639838823,0.129664226358741,0.919703664863332,0.917110025024509
"Dichelotarsus laevicollis",0.219120027876638,0.259880178585601,0.00174964176424724,0.0999935345704406,0.90702334426757,0.905273702503323
"Dichopygina sp. BOLD:AAP8780",0.209902256494073,0.148766184104638,0.0430892489936991,0.162419621421653,0.592849150253754,0.549759901260054
"Dicranomyia sp. BOLD:AAI1350",0.240155241171448,0.271025578583309,0.00267020141109294,0.117009255004518,0.91878036937876,0.916110167967667
"Dicranomyia sp. SlikokOtu1572",0.250172522603496,0.272653262763005,0.00189073620647774,0.133382035048436,0.916547632372156,0.914656896165678
"Dicranomyia sp. SlikokOtu2072",0.237663866804326,0.272277070870317,0.00202664471246817,0.109687164477176,0.918650102273481,0.916623457561013
"Dicrotendipes modestus",0.501666029617192,0.180176571017303,0.179124820909316,0.506051724304336,0.840108889171268,0.660984068261953
"Dictyna arundinacea",0.687163755624445,0.193623633317753,0.231280944326419,0.720654505085497,0.957991020179401,0.726710075852982
"Dictyna brevitarsa",0.189046812189821,0.194943609608718,0.0100841161468567,0.111104041264738,0.728705473858405,0.718621357711548
"Dictyna uncinata",0.221056663416897,0.151972807302149,0.0418275222900419,0.178663358944908,0.60872233476658,0.566894812476538
"Dicyrtomidae sp. BOLD:AAN5070",0.22583569841302,0.264730943904927,0.00162689603707298,0.103299526536663,0.916261764439116,0.914634868402043
"Dicyrtomidae sp. BOLD:ACU7232",0.180932979397141,0.157460383492877,0.020760442716161,0.12648051924677,0.610132404191814,0.589371961475653
"Dikraneura sp. BOLD:AAO8307",0.184631721835637,0.141937503823477,0.0290879597155162,0.138561107371347,0.561563785609438,0.532475825893921
"Dikraneura sp. BOLD:AAV0227",0.445275366087899,0.134103989069924,0.221726322325169,0.431468119081951,0.726596723002036,0.504870400676867
"Dikraneura sp. SlikokOtu1253",0.191310416585132,0.19503337730329,0.0104536814217425,0.108727227130576,0.722702769154605,0.712249087732862
"Dikraneura sp. SlikokOtu1559",0.245652893415656,0.273927683797056,0.00206712075021046,0.122864006605133,0.925305577509068,0.923238456758858
"Dilophus femoratus",0.227685006565579,0.26352463898789,0.00233773045480157,0.111216216354471,0.913565319378739,0.911227588923938
"Dinotrema sp. jft01",0.316899815928193,0.289364547833517,0.0143204790682516,0.200688171512475,0.947761790296091,0.93344131122784
"Diplazon sp. BOLD:AAD1879",0.320418791550826,0.291762958478151,0.0115308505287821,0.210165748181303,0.949289065743199,0.937758215214417
"Diptera sp. SlikokOtu115",0.209201837783024,0.20761247100102,0.0119725994244434,0.126730069104508,0.756365008413547,0.744392408989104
"Diptera sp. SlikokOtu1214",0.318607114486312,0.287387167787988,0.0133312957089601,0.215603009906026,0.938384286215567,0.925052990506607
"Diptera sp. SlikokOtu1286",0.319868640820593,0.283887767668024,0.0128109495320626,0.219774268825098,0.940154324300184,0.927343374768121
"Diptera sp. SlikokOtu1341",0.313677182272602,0.286213595579086,0.0111365755466014,0.208030678347687,0.947138292617043,0.936001717070442
"Diptera sp. SlikokOtu1548",0.302174867894605,0.285295113467214,0.0131414218817652,0.190166859261278,0.944315679662007,0.931174257780242
"Diptera sp. SlikokOtu1738",0.217525506206813,0.255964628874108,0.00226195693777747,0.0969345900153769,0.893869413557744,0.891607456619967
"Diptera sp. SlikokOtu1798",0.191107464248883,0.192335288068047,0.0101130340714567,0.118221540139063,0.71411565238642,0.704002618314963
"Diptera sp. SlikokOtu1819",0.25244919562757,0.274273112694268,0.00262290988393209,0.131103819990827,0.921452130652457,0.918829220768525
"Diptera sp. SlikokOtu1847",0.235999794376021,0.266545275432646,0.00203976282540691,0.114457285052524,0.9111611736744,0.909121410848993
"Diptera sp. SlikokOtu1909",0.235304415641464,0.271056267067659,0.00225352807576778,0.110443918912621,0.931931505872347,0.929677977796579
"Diptera sp. SlikokOtu1986",0.198257181983939,0.201320495129979,0.00884546335159911,0.120207661347483,0.724058719548502,0.715213256196903
"Diptera sp. SlikokOtu2041",0.233875148235996,0.273362062285381,0.00193100652192955,0.10901830867398,0.924205134522087,0.922274128000158
"Diptera sp. SlikokOtu2195",0.338639847625617,0.291449608438368,0.0137181000412434,0.241899379920245,0.940132342221869,0.926414242180625
"Diptera sp. SlikokOtu2276",0.194703350045271,0.195900980209045,0.0098984441963547,0.120646860725151,0.729884588972391,0.719986144776037
"Diptera sp. SlikokOtu2326",0.202219964729489,0.207171871012245,0.0110431316730113,0.115950301503263,0.776741130146784,0.765697998473772
"Diptera sp. SlikokOtu627",0.328285152260214,0.285931125109695,0.0125017669886027,0.232370310941164,0.943729551595412,0.931227784606809
"Diptera sp. SlikokOtu937",0.329441627003036,0.294403014877348,0.012235412219945,0.227294493246803,0.962641938663269,0.950406526443324
"Ditomyiidae sp. BOLD:AAP8153",0.200941418782474,0.204957678660246,0.00953210437565246,0.120743485251754,0.767648233422893,0.758116129047241
"Dolerus gessneri",0.34127447729314,0.291733960881886,0.0152998493195254,0.246762512644055,0.956626451268648,0.941326601949123
"Dolerus sp. SlikokOtu789",0.230854536349874,0.270204851369629,0.00211364797694286,0.105032720909885,0.927859364286968,0.925745716310025
"Dolerus subfasciatus",0.331935185281176,0.296301879445783,0.0134312112097883,0.225964612866504,0.95887301026429,0.945441799054501
"Dolichopodidae sp. BOLD:ACC7206",0.341248330930127,0.2971752580335,0.0137724508310472,0.245747858212099,0.946150348188519,0.932377897357472
"Dolichovespula arenaria",0.208371561333031,0.203059330813205,0.0100642857552982,0.130650405183787,0.742178603557597,0.732114317802299
"Dorylomorpha albitarsis",0.236322698206158,0.266648046535307,0.00228438628544244,0.109315454338166,0.903782453586393,0.901498067300951
"Dorylomorpha xanthopus",0.200219827238746,0.200384157664252,0.01071374818025,0.1257816794365,0.724149487872235,0.713435739691985
"Draeculacephala sp. BOLD:AAG8811",0.244272393423137,0.212352500762675,0.0242389894854237,0.17007205868554,0.763088079508104,0.73884909002268
"Drosophila affinis",0.208207945129593,0.207644088735933,0.0118864030565162,0.129801854461452,0.756678125913363,0.744791722856847
"Drosophila neotestacea",0.208803236102164,0.205584608676808,0.0104259582925314,0.131446903961226,0.742722075815091,0.73229611752256
"Drosophila sp. BOLD:ACC5507",0.193266243525591,0.19589718203762,0.0110676483884045,0.119491519460037,0.73641476977914,0.725347121390735
"Drosophila subquinaria",0.201517124282017,0.20373598981753,0.0100934623229459,0.120173646814461,0.746597351034791,0.736503888711845
"Drosophilidae sp. BOLD:ACA9551",0.465469098748992,0.245207981305891,0.0733188593873948,0.456719087829577,0.910580223696698,0.837261364309304
"Dynatosoma sp. BOLD:ACL3264",0.322562167597182,0.289073785636136,0.0130669806473438,0.219148216190644,0.947995463741318,0.934928483093975
"Dysstroma citrata",0.238708084450372,0.272256968145118,0.00264486303582897,0.115997793661109,0.929312707989037,0.926667844953208
"Eanus decoratus",0.231968401378531,0.264136480425487,0.00193337264622176,0.110334839516329,0.903659689981797,0.901726317335575
"Elasmostethus interstinctus",0.398786060712274,0.209090768646862,0.0852224503151865,0.375923893531302,0.837262196829571,0.752039746514385
"Elymana inornata",0.578685010082381,0.280994726748948,0.0632857269843509,0.613766741414739,0.983193434524147,0.919907707539796
"Emblyna annulipes",0.243869026777734,0.215657914252654,0.0221774531765763,0.163399037751275,0.811218275618108,0.789040822441531
"Emblyna manitoba",0.241636251917876,0.214085506507565,0.0227698773564953,0.158113931060977,0.782071379138319,0.759301501781823
"Empididae sp. BOLD:AAF9792",0.383864796912402,0.206465696328082,0.0753107954643813,0.35356610406832,0.807551790208782,0.732240994744401
"Empididae sp. BOLD:AAP8917",0.241258069401415,0.271383368054693,0.00216616604246632,0.115198139372928,0.918438897082827,0.916272731040361
"Empididae sp. SlikokOtu2000",0.341972221339829,0.297335829740882,0.0130802036542459,0.239153421595081,0.960415496380963,0.947335292726717
"Encyrtidae sp. SlikokOtu765",0.217540417957268,0.261892567638808,0.00163656085889153,0.0947559733600604,0.89341418441325,0.891777623554358
"Entomobrya nivalis",0.19323402812874,0.166938280857335,0.0219451217261469,0.13842846433813,0.652969951547556,0.63102482982141
"Enytus apostata",0.235012345179875,0.271920823251686,0.00189096407829716,0.104996035965917,0.920465218359733,0.918574254281436
"Ephedrus incompletus",0.203680928761518,0.203398045070591,0.0106286344983293,0.122624307261569,0.744336528873287,0.733707894374958
"Ephedrus lacertosus",0.178965704797618,0.136618296218341,0.0294548332847715,0.135203939268228,0.536311123044219,0.506856289759448
"Ephedrus plagiator",0.240874540154314,0.275241608412422,0.00175347682219695,0.111317902172174,0.921540366735883,0.919786889913687
"Ephedrus sp. SlikokOtu1477",0.231976432639719,0.268960076474952,0.00208442197069372,0.102601636569007,0.910891719886568,0.908807297915875
"Epinotia albangulana",0.236428880911781,0.267420629041305,0.00238781322921979,0.119245595925363,0.9164647820758,0.91407696884658
"Eremobina claudens",0.239917646170194,0.273354531184127,0.00234812141198557,0.110864102321964,0.918352560195409,0.916004438783423
"Erigone atra",0.245822625245594,0.266951531144712,0.00191176279781785,0.131532613283924,0.902037578874443,0.900125816076625
"Erioptera sp. BOLD:ABV1765",0.255348454271457,0.271469063492797,0.00216665475317346,0.136629109097603,0.922700783380656,0.920534128627482
"Erioptera sp. BOLD:ABW8836",0.234800434245187,0.207451780083052,0.0224132580816253,0.155080301369767,0.777899980347704,0.755486722266079
"Errastunus ocellaris",0.195258567341325,0.200135566961477,0.0102722373616166,0.119718267097336,0.736169985682306,0.72589774832069
"Estrandia grandaeva",0.266271822103261,0.185882144957072,0.0468934214590634,0.211940746083108,0.714782128370904,0.667888706911841
"Euceraphis borealis",0.223757031126764,0.26628299159852,0.00231758554542996,0.101048056458786,0.925473438862432,0.923155853317002
"Euceraphis papyrifericola",0.226613752917566,0.177631171190139,0.0321467723899143,0.16650038187235,0.700002217687919,0.667855445298005
"Euceraphis sp. SlikokOtu666",0.243284372435859,0.273557072785233,0.00288502963167813,0.115300933144569,0.920377870972671,0.917492841340993
"Euclytia flava",0.176819425947871,0.156684561840306,0.0199452626658015,0.122654927008564,0.600102117862365,0.580156855196564
"Euclytia sp. SlikokOtu889",0.200430378689477,0.201854560373176,0.0104764719392258,0.119691946252668,0.753940140965697,0.743463669026471
"Euconulus fulvus",0.580562158133306,0.278913505640712,0.0680357342249094,0.61730944355919,0.987565904242819,0.91953017001791
"Eudorylas sabroskyi",0.244307626327193,0.271394447397825,0.00218878342311056,0.121377212021981,0.919721597122168,0.917532813699058
"Eudorylas slovacus",0.461155894315032,0.236080901102844,0.0780727481108438,0.447043155453333,0.902829236013919,0.824756487903075
"Eudorylas sp. SlikokOtu2104",0.256596835485805,0.278484926902874,0.00249336505424329,0.133065073510059,0.928381326247871,0.925887961193627
"Euhybus triplex",0.245070858196375,0.27575241443666,0.00222468845911419,0.122036879856846,0.927696942299771,0.925472253840657
"Eulophidae sp. SlikokOtu1846",0.22315008501135,0.259792531678714,0.00204624917513603,0.104501578263928,0.887000192389534,0.884953943214398
"Eulophidae sp. SlikokOtu2155",0.229057199957549,0.263808977643291,0.00182525100807423,0.10582375525501,0.909254716164038,0.907429465155964
"Eupeodes lapponicus",0.231580814317938,0.271154806618975,0.00244463604243947,0.10908380075166,0.927466160762788,0.925021524720348
"Eupeodes sp. SlikokOtu453",0.216812386634898,0.258586375251137,0.00201880757209232,0.095932089345912,0.907906609638792,0.9058878020667
"Eupithecia cf. misturata",0.235792379329969,0.267434798785367,0.0018387907255539,0.113523623352726,0.92137234309617,0.919533552370616
"Eupodidae sp. BOLD:AAL8163",0.197647089363322,0.19922882026095,0.0104115764063778,0.120519495561762,0.735523410663799,0.725111834257421
"Eurois occulta",0.193924140901627,0.193797811404897,0.0112584260404338,0.121751024235023,0.720117504652502,0.708859078612069
"Euscelis sp. BOLD:ACG7815",0.331070380446917,0.290749393920412,0.0145043429292011,0.228104492395018,0.949669121325117,0.935164778395916
"Euthyneura sp. BOLD:AAF9859",0.182600453095739,0.160821355356156,0.0217038651945668,0.12769381866597,0.632781406918133,0.611077541723566
"Evacanthus acuminatus",0.220866488301346,0.265757832878988,0.00180468107402596,0.0967364176681471,0.911870471753544,0.910065790679518
"Evacanthus grandipes",0.234334101444238,0.271879601487373,0.00278520609574604,0.104291194163718,0.927045332754296,0.92426012665855
"Evacanthus sp. nr. BOLD:ACW2814",0.239489689975437,0.272691807011317,0.00233816382690239,0.117587657586459,0.922194399675732,0.91985623584883
"Exechia borealis",0.211314221063391,0.204694199969959,0.00957563545280963,0.136352479968041,0.752051751999922,0.742476116547112
"Exechia contaminata",0.25739320609906,0.276201146485662,0.00285477319444543,0.140787705803116,0.93725719226931,0.934402419074865
"Exechia frigida",0.180284897703704,0.16018185239797,0.0206603778832644,0.122702864497557,0.624445725711488,0.603785347828223
"Exechia parva",0.310982060811829,0.292165140715757,0.0122559844579285,0.201103322018022,0.954314765395871,0.942058780937942
"Exechia sp. BOLD:AAM8996",0.196738327692186,0.192415265255614,0.0105132170819485,0.120609118246078,0.704171141954778,0.69365792487283
"Exechia sp. BOLD:AAQ3544",0.20565663634596,0.143171256076651,0.0448415224265516,0.162148176309559,0.583674942412761,0.538833419986209
"Exechia sp. BOLD:ACC3725",0.197689583240721,0.168198322346539,0.0217173965648373,0.13764578471297,0.64099664371762,0.619279247152782
"Exechia sp. BOLD:ACO2323",0.190693738230457,0.166803668914212,0.0217864291876151,0.130823251562113,0.638770258182444,0.616983828994829
"Exechia sp. BOLD:ACX9219",0.202730236673611,0.202243251127337,0.0112229891629746,0.119070731465732,0.763067381056023,0.751844391893048
"Exechia sp. SlikokOtu1639",0.189328507858773,0.197451622049449,0.0110203778700295,0.111607712786222,0.7282196878955,0.71719931002547
"Exechia sp. SlikokOtu1955",0.215523386836372,0.203762386785567,0.012383381763203,0.14644205701783,0.767655909782857,0.755272528019654
"Exechia sp. SlikokOtu887",0.189518814948332,0.194980016734909,0.0119669897017601,0.113133008689618,0.73848000502697,0.72651301532521
"Exechia unimaculata",0.184385317818518,0.190174387242632,0.0104120818345198,0.112568703375339,0.707492697752748,0.697080615918228
"Exechiopsis sp. BOLD:ACI5770",0.23430561362515,0.276426923530387,0.00175721369288437,0.0995854922560163,0.939325508040613,0.937568294347729
"Exothecinae sp. BOLD:AAM7467",0.32790763117577,0.29119340063919,0.0127919660799175,0.229021120555029,0.951458517787713,0.938666551707795
"Fannia aethiops",0.236179772035546,0.274728667705758,0.00172415869803265,0.106036061800628,0.921367474874025,0.919643316175992
"Fannia brooksi",0.20166848107327,0.204916300343911,0.0103618702413556,0.12121675617705,0.774265015452327,0.763903145210971
"Fannia ciliatissima",0.323927173471016,0.286349199942822,0.0144958891310313,0.229547635478497,0.95147388615693,0.936977997025899
"Fannia metallipennis",0.226175953466417,0.26253270889508,0.0021433803243528,0.106538409074564,0.900863843949439,0.898720463625086
"Fannia postica",0.207197410650009,0.130383676163878,0.0538478410161222,0.168257049118257,0.565334076349251,0.511486235333129
"Fannia serena",0.244389361348153,0.272046498608856,0.00173551025641978,0.124423249009726,0.920034385664098,0.918298875407678
"Fannia sp. BOLD:ABY7010",0.357333193385606,0.208556575977245,0.0610020981596304,0.321822561278298,0.792422607817875,0.731420509658244
"Fannia sp. cf. CNKOD598-14",0.247545763380255,0.274676791879604,0.00205950139651717,0.12569282525671,0.914397957337635,0.912338455941117
"Fannia sp. SlikokOtu1881",0.22041796224345,0.2604556214473,0.00232193979945342,0.0968527633446002,0.895155693514164,0.89283375371471
"Fannia sp. SlikokOtu1956",0.197136890587301,0.195226332840474,0.0101417847583921,0.121531677793924,0.717628087318499,0.707486302560107
"Fannia sp. SlikokOtu735",0.233873203955732,0.268123998743074,0.00219712703919853,0.112644336436426,0.909080379115877,0.906883252076679
"Fannia sp. SlikokOtu974",0.228516593239211,0.270152967855234,0.00160285824410831,0.0994610960608217,0.921708948264245,0.920106090020137
"Fannia sp. SSBAE218-13",0.236088868381691,0.175682178908286,0.0368047572425007,0.183599840181189,0.679867007044144,0.643062249801644
"Fannia sp. SSJAF3282-13",0.250542152141513,0.127009451312682,0.089210754187568,0.220119838961217,0.574076068124039,0.484865313936471
"Fannia spathiophora",0.23210189303621,0.271207484274053,0.00168106522373543,0.11030632477702,0.939273717425339,0.937592652201604
"Fannia subpellucens",0.19281116783324,0.166733882463533,0.0202990159104753,0.134338047905205,0.643180334149167,0.622881318238691
"Fannia verrallii",0.201827645887429,0.198988368766586,0.0101984383856961,0.124169308802672,0.727428793491262,0.717230355105566
"Forcipata loca",0.336029352467632,0.290541626962759,0.0146287183016159,0.236213290790224,0.951910542079415,0.937281823777799
"Forcipomyia sp. BOLD:ACC8289",0.198593379799786,0.203024521888249,0.00880782326356553,0.123134743256555,0.764012898194554,0.755205074930988
"Formica aserva",0.194180851120423,0.196113430493977,0.0102795071756552,0.115190649367255,0.733989430130656,0.723709922955001
"Galerucella nymphaeae",0.203203151851737,0.202263166308588,0.0117944828629794,0.127330686382153,0.750818789118745,0.739024306255765
"Gelis sp. BOLD:AAA6283",0.239387496976391,0.271589108843306,0.0019198664303149,0.114259078077855,0.927572803696772,0.925652937266457
"Glyptotendipes cf. cauliginellus",0.242350126790042,0.220957791813877,0.0200189244184022,0.152468567307481,0.819182137161446,0.799163212743044
"Gymnophora subarcuata",0.19538273129955,0.195072494734458,0.012436110337112,0.118131256352249,0.733352039631848,0.720915929294736
"Haematobosca alcis",0.199506172502605,0.197038344582236,0.0098636359548868,0.125528496315144,0.727488491771647,0.71762485581676
"Hebecnema nigra",0.211496890844883,0.204298325223193,0.0114059213438666,0.137980233589212,0.749821649815272,0.738415728471405
"Heleomyzidae sp. BOLD:AAG0465",0.215615407125446,0.147659476245516,0.0437365658846673,0.17166452997031,0.597175742347957,0.55343917646329
"Heleomyzidae sp. SlikokOtu1810",0.22848337725025,0.264606349399354,0.00174398210760492,0.109263487582834,0.904073964929106,0.902329982821501
"Helictes borealis",0.195517043381554,0.198928048787886,0.0103417628725218,0.12147249895115,0.73017740776274,0.719835644890218
"Helina annosa",0.200705175719228,0.205016142373828,0.0109178633735992,0.119615702950022,0.76444923939567,0.753531376022071
"Helina evecta",0.23777445932217,0.209167753084261,0.0231460264336683,0.164734263794774,0.797541353239037,0.774395326805369
"Helina sp. SlikokOtu1781",0.251063034109278,0.219749999429969,0.0209428132781055,0.172630698724991,0.816181893811802,0.795239080533697
"Helina sp. SlikokOtu2328",0.193549508410448,0.195211331314906,0.0120425711072286,0.120797462399952,0.73453207825784,0.722489507150612
