60.46755317,-151.0578677
60.46387401,-151.0947269
60.4636782,-151.0856129
60.46348177,-151.0764991
60.46328474,-151.0673853
60.46308708,-151.0582717
60.46288882,-151.0491582
60.45940781,-151.0951258
60.45901563,-151.0769005
60.45862099,-151.0586756
60.45494161,-151.0955246
60.45474585,-151.0864131
60.45454948,-151.0773018
60.45435249,-151.0681905
60.45415489,-151.0590794
60.45395668,-151.0499684
60.4504754,-151.0959233
60.45008332,-151.077703
60.44968879,-151.0594831
60.44600919,-151.0963219
60.44581348,-151.0872129
60.44561716,-151.078104
60.44542023,-151.0689953
60.44522269,-151.0598866
60.44502453,-151.0507781
60.44482576,-151.0416697
60.44154297,-151.0967203
60.441151,-151.078505
60.44075658,-151.0602901
60.44035971,-151.0420756
60.46775085,-151.0669826
60.46735488,-151.0487529
60.45921203,-151.0860131
60.45027967,-151.0868131
60.44988636,-151.068593
60.44949061,-151.0503733
60.44134729,-151.0876126
60.4409541,-151.0693975
60.44055845,-151.0511828
60.44016035,-151.0329686
