"LINKTOSPECIMENS","COUNTOFCATALOGEDITEM","PHYLUM","PHYLCLASS","PHYLORDER","FAMILY","GENUS","SCIENTIFIC_NAME"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575279","1","Arthropoda","Arachnida","Araneae","Araneidae","Araneus","Araneus marmoreus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573137","1","Arthropoda","Arachnida","Araneae","Araneidae","Araneus","Araneus trifolium"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576202","1","Arthropoda","Arachnida","Araneae","Araneidae","Araneus","Araneus yukon"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573173,28577268,28577162","3","Arthropoda","Arachnida","Araneae","Araneidae","Araniella","Araniella displicata"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28571998,28577388","2","Arthropoda","Arachnida","Araneae","Araneidae","Araniella","Araniella proxima"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572740,28576930,28575447,28575992,28575263,28576076,28575281,28571916,28574721,28573081,28572412,28575347,28572060,28574955,28577396,28573701,28577438,28574829,28572254,28576764,28573813,28572446,28572562,28572458,28574747,28575369","26","Arthropoda","Arachnida","Araneae","Araneidae","Cyclosa","Cyclosa conica"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575341,28573463,28573185","3","Arthropoda","Arachnida","Araneae","Araneidae","Larinioides","Larinioides patagiatus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576542","1","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona furcata"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577094,28574887","2","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona kulczynskii"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572788","1","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona riparia"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28574625,28572652,28575407,28577052,28573495,28576906,28577082,28576972,28575333,28576870,28576638,28572204","12","Arthropoda","Arachnida","Araneae","Dictynidae","Dictyna","Dictyna arundinacea"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576222","1","Arthropoda","Arachnida","Araneae","Dictynidae","Dictyna","Dictyna brevitarsa"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576974,28572014,28576182,28575996,28573639,28576770,28572612,28573227","8","Arthropoda","Arachnida","Araneae","Dictynidae","Dictyna","Dictyna uncinata"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576646,28572016,28576226,28573179","4","Arthropoda","Arachnida","Araneae","Dictynidae","Emblyna","Emblyna annulipes"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576648,28575461","2","Arthropoda","Arachnida","Araneae","Dictynidae","Emblyna","Emblyna manitoba"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575942,28575085,28573175,28575539,28573555,28576438,28573145,28573351,28576300,28575211,28573073,28576862,28575984,28576808","14","Arthropoda","Arachnida","Araneae","Linyphiidae","Ceraticelus","Ceraticelus fissiceps"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573181","1","Arthropoda","Arachnida","Araneae","Linyphiidae","Erigone","Erigone atra"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577354,28572732,28572020,28573089,28572064,28573703,28572654,28572134,28572616,28573575,28573285,28577578,28572258,28571974,28573051,28572494,28576310,28573413,28576020","19","Arthropoda","Arachnida","Araneae","Linyphiidae","Estrandia","Estrandia grandaeva"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577256,28573021,28572967,28574725,28573095,28575073","6","Arthropoda","Arachnida","Araneae","Linyphiidae","Helophora","Helophora reducta"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572816","1","Arthropoda","Arachnida","Araneae","Linyphiidae","Hypomma","Hypomma bituberculatum"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576654","1","Arthropoda","Arachnida","Araneae","Linyphiidae","Kaestneria","Kaestneria rufula"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572692","1","Arthropoda","Arachnida","Araneae","Linyphiidae","Lepthyphantes","Lepthyphantes alpinus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28574941,28574667,28573587,28572072,28575217,28572272,28571926,28573029,28572028,28572630","10","Arthropoda","Arachnida","Araneae","Linyphiidae","Mughiphantes","Mughiphantes sp. 1GAB"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575489,28571986,28576326,28574909,28572979,28575291,28577422","7","Arthropoda","Arachnida","Araneae","Linyphiidae","Neriene","Neriene radiata"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573385,28573365,28575343,28577316,28575143,28576250,28573467,28577142,28573159,28575185,28576952,28572038,28571988,28576794,28572638,28576578,28573195,28572580,28573827","19","Arthropoda","Arachnida","Araneae","Linyphiidae","Pityohyphantes","Pityohyphantes alticeps"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576496","1","Arthropoda","Arachnida","Araneae","Linyphiidae","Pityohyphantes","Pityohyphantes cristatus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576580,28573161,28573211","3","Arthropoda","Arachnida","Araneae","Linyphiidae","Pityohyphantes","Pityohyphantes limitaneus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573829,28576582,28577144,28573469","4","Arthropoda","Arachnida","Araneae","Linyphiidae","Pityohyphantes","Pityohyphantes subarcticus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573217","1","Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa aculeata"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576272","1","Arthropoda","Arachnida","Araneae","Philodromidae","Philodromus","Philodromus rufus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576576,28576792,28573155,28577140,28573193,28572034,28575467,28577530,28573383,28576886,28573465,28577458,28576672,28576248,28575395","15","Arthropoda","Arachnida","Araneae","Philodromidae","Philodromus","Philodromus sp. BOLD:AAA9991"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573837,28576678,28576504,28576996","4","Arthropoda","Arachnida","Araneae","Philodromidae","Rhysodromus","Rhysodromus mysticus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572224","1","Arthropoda","Arachnida","Araneae","Philodromidae","Thanatus","Thanatus coloradensis"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576888","1","Arthropoda","Arachnida","Araneae","Salticidae","Attulus","Attulus striatus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576334","1","Arthropoda","Arachnida","Araneae","Salticidae","Pelegrina","Pelegrina montana"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577086,28575471,28576510,28573203,28573391,28577334,28576922,28576610","8","Arthropoda","Arachnida","Araneae","Tetragnathidae","Tetragnatha","Tetragnatha extensa"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576512,28576924,28577336,28577186,28573735,28576800","6","Arthropoda","Arachnida","Araneae","Tetragnathidae","Tetragnatha","Tetragnatha laboriosa"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577298,28574735,28573801,28572000,28572444","5","Arthropoda","Arachnida","Araneae","Theridiidae","Canalidion","Canalidion montanum"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576994,28577282,28577062,28577614,28572030,28576950,28577374,28573529","8","Arthropoda","Arachnida","Araneae","Theridiidae","Ohlertidion","Ohlertidion ohlerti"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572662","1","Arthropoda","Arachnida","Araneae","Theridiidae","Phylloneta","Phylloneta impressa"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577328","1","Arthropoda","Arachnida","Araneae","Theridiidae","Rugathodes","Rugathodes aurantius"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576802,28573205,28575473,28577070,28573525,28572544,28573477,28572848,28573689,28576612,28573393,28576514,28576684,28577000","14","Arthropoda","Arachnida","Araneae","Theridiidae","Theridion","Theridion pictum"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577338","1","Arthropoda","Arachnida","Araneae","Theridiidae","Theridion","Theridion saanichum"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576244,28573153,28573631,28572422,28572270,28572026,28577648","7","Arthropoda","Arachnida","Araneae","Thomisidae","Misumena","Misumena vatia"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28574749,28573213","2","Arthropoda","Arachnida","Araneae","Thomisidae","Spiracme","Spiracme triangulosus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575403","1","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus britcheri"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576348,28573209","2","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus obscurus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576274","1","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","","Phytoseiidae sp. SlikokOtu1978"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576258","1","Arthropoda","Arachnida","Prostigmata","Eupodidae","","Eupodidae sp. BOLD:AAL8163"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572240","1","Arthropoda","Arachnida","Prostigmata","","","Bdelloidea sp. SlikokOtu1837"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572242","1","Arthropoda","Arachnida","Prostigmata","","","Bdelloidea sp. SlikokOtu2063"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573401","1","Arthropoda","Arachnida","Sarcoptiformes","Camisiidae","Camisia","Camisia biurus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576758","1","Arthropoda","Arachnida","Sarcoptiformes","Cepheidae","Cepheus","Cepheus sp. BOLD:AAD2517"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575123,28573027,28572995,28577444,28575037,28575289","6","Arthropoda","Arachnida","Sarcoptiformes","Megeremaeidae","Megeremaeus","Megeremaeus sp. BOLD:ACC1118"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572542","1","Arthropoda","Arachnida","Sarcoptiformes","","","Sarcoptiformes sp. SlikokOtu1224"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576850","1","Arthropoda","Arachnida","Sarcoptiformes","","","Sarcoptiformes sp. SlikokOtu2297"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576352,28577046","2","Arthropoda","Arachnida","Trombidiformes","Bdellidae","","Bdellidae sp. SlikokOtu1455"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576564","1","Arthropoda","Arachnida","Trombidiformes","Erythraeidae","Leptus","Leptus sp. SlikokOtu1284"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576198","1","Arthropoda","Arachnida","Trombidiformes","Tydeidae","Tydeus","Tydeus sp. BOLD:ABV1816"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572913","1","Arthropoda","Arachnida","Trombidiformes","","","Trombidiformes sp. SlikokOtu1712"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573723,28572959,28576252,28573017,28573573,28576556,28573087","7","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Entomobrya","Entomobrya nivalis"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572716,28572222","2","Arthropoda","Collembola","Symphypleona","Sminthuridae","","Sminthuridae sp. BOLD:ADR9155"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573663","1","Arthropoda","Collembola","Symphypleona","Sminthuridae","","Sminthuridae sp. SlikokOtu1231"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573839","1","Arthropoda","Collembola","Symphypleona","Sminthuridae","","Sminthuridae sp. SlikokOtu2169"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572478","1","Arthropoda","Collembola","Symphypleona","Sminthuridae","","Sminthuridae sp. SlikokOtu536"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573563","1","Arthropoda","Insecta","Coleoptera","Cantharidae","Dichelotarsus","Dichelotarsus fissilis"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573493,28573675,28573225","3","Arthropoda","Insecta","Coleoptera","Cantharidae","Dichelotarsus","Dichelotarsus heteronychus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572488,28572925","2","Arthropoda","Insecta","Coleoptera","Cantharidae","Dichelotarsus","Dichelotarsus laevicollis"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573473,28573661,28571930,28572078,28574999,28574875,28572300,28573297,28573061,28572426,28572386,28572582,28573165,28572981,28572943","15","Arthropoda","Insecta","Coleoptera","Cantharidae","Rhagonycha","Rhagonycha mandibularis"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573583","1","Arthropoda","Insecta","Coleoptera","Cerambycidae","Leptalia","Leptalia macilenta"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575972,28576288,28572404,28573263","4","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica tombacina"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577180","1","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Galerucella","Galerucella nymphaeae"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576124","1","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia","Hippodamia tredecimpunctata"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575265","1","Arthropoda","Insecta","Coleoptera","Curculionidae","Dendroctonus","Dendroctonus rufipennis"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577018","1","Arthropoda","Insecta","Coleoptera","Curculionidae","Trichalophus","Trichalophus alternatus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572368,28572182,28572744,28572256,28573283,28573411,28572957","7","Arthropoda","Insecta","Coleoptera","Elateridae","Eanus","Eanus decoratus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28574925","1","Arthropoda","Insecta","Coleoptera","Latridiidae","Corticarina","Corticarina minuta"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577536","1","Arthropoda","Insecta","Coleoptera","Latridiidae","Stephostethus","Stephostethus liratus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576716","1","Arthropoda","Insecta","Coleoptera","Scirtidae","Contacyphon","Contacyphon variabilis"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28571918,28574803,28575559,28574931,28573405,28572062","6","Arthropoda","Insecta","Collembola","Dicyrtomidae","","Dicyrtomidae sp. BOLD:AAN5070"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577398,28576390","2","Arthropoda","Insecta","Collembola","Dicyrtomidae","","Dicyrtomidae sp. BOLD:ACU7232"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577634,28577660","2","Arthropoda","Insecta","Diptera","Acartophthalmidae","Acartophthalmus","Acartophthalmus nigrinus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573501","1","Arthropoda","Insecta","Diptera","Agromyzidae","Liriomyza","Liriomyza equiseti"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572212,28576660","2","Arthropoda","Insecta","Diptera","Agromyzidae","Liriomyza","Liriomyza sp. SlikokOtu253"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576664","1","Arthropoda","Insecta","Diptera","Agromyzidae","Metopomyza","Metopomyza interfrontalis"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575585","1","Arthropoda","Insecta","Diptera","Agromyzidae","","Agromyzidae sp. BOLD:AAV4890"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572188","1","Arthropoda","Insecta","Diptera","Agromyzidae","","Agromyzidae sp. SlikokOtu742"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572190","1","Arthropoda","Insecta","Diptera","Agromyzidae","","Agromyzidae sp. SlikokOtu764"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573603","1","Arthropoda","Insecta","Diptera","Anisopodidae","Sylvicola","Sylvicola fuscatus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575431","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Alliopsis","Alliopsis silvestris"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572110","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Botanophila","Botanophila hucketti"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572742,28572792","2","Arthropoda","Insecta","Diptera","Anthomyiidae","Delia","Delia echinata"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577080","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Delia","Delia fabricii"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572794,28573561,28572870,28573793","4","Arthropoda","Insecta","Diptera","Anthomyiidae","Delia","Delia lineariventris"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573559,28573789","2","Arthropoda","Insecta","Diptera","Anthomyiidae","Delia","Delia sp. BOLD:AAG2471"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573791","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Delia","Delia sp. cf. SSEIB12031-13"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576160,28576122","2","Arthropoda","Insecta","Diptera","Anthomyiidae","Delia","Delia tenuiventris"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28574681","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Lasiomma","Lasiomma nr. consobrinum"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575507","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Lasiomma","Lasiomma octoguttatum"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28574651","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Pegomya","Pegomya geniculata"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575515","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Pegomya","Pegomya notabilis"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575183","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Pegomya","Pegomya sp. BOLD:AAG2464"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572854","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Zaphne","Zaphne borealis"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576520","1","Arthropoda","Insecta","Diptera","Anthomyiidae","Zaphne","Zaphne implicata"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572048,28571996,28576378","3","Arthropoda","Insecta","Diptera","Anthomyzidae","Anthomyza","Anthomyza pengellyi"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575531,28575365,28574765,28576432,28572084,28577344,28572350","7","Arthropoda","Insecta","Diptera","Anthomyzidae","Arganthomyza","Arganthomyza duplex"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572490,28573149,28574933,28573407,28574805,28573461,28572126,28573015,28571944","9","Arthropoda","Insecta","Diptera","Bibionidae","Dilophus","Dilophus femoratus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573447,28572486","2","Arthropoda","Insecta","Diptera","Bibionidae","","Bibionidae sp. SlikokOtu1348"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573129,28576926,28576706,28575978","4","Arthropoda","Insecta","Diptera","Bolitophilidae","Bolitophila","Bolitophila acuta"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573239,28572108","2","Arthropoda","Insecta","Diptera","Bolitophilidae","Bolitophila","Bolitophila austriaca"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573543","1","Arthropoda","Insecta","Diptera","Bolitophilidae","Bolitophila","Bolitophila hybrida"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572953,28572722,28573883,28572106,28577346,28573865,28573011,28572592,28573127,28573537,28573299,28575553","12","Arthropoda","Insecta","Diptera","Bolitophilidae","Bolitophila","Bolitophila sp. BOLD:AAV0668"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573885","1","Arthropoda","Insecta","Diptera","Bolitophilidae","Bolitophila","Bolitophila sp. SlikokOtu156"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573539","1","Arthropoda","Insecta","Diptera","Bolitophilidae","Bolitophila","Bolitophila sp. SlikokOtu1896"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573237","1","Arthropoda","Insecta","Diptera","Bolitophilidae","Bolitophila","Bolitophila sp. SlikokOtu2109"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573541","1","Arthropoda","Insecta","Diptera","Bolitophilidae","Bolitophila","Bolitophila sp. SlikokOtu2141"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572724,28572594,28573241","3","Arthropoda","Insecta","Diptera","Bolitophilidae","","Bolitophilidae sp. BOLD:ACY4787"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575391","1","Arthropoda","Insecta","Diptera","Calliphoridae","Calliphora","Calliphora terraenovae"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576420","1","Arthropoda","Insecta","Diptera","Calliphoridae","Melanomya","Melanomya ordinaria"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575555,28572246","2","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:AAQ0659"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575535","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:AAQ0660"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573549","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ABA0854"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576494","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ABA6509"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28574967","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ABW8062"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573071","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACB2757"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28571912,28572891,28573551,28572054","4","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACB9195"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573553,28573451","2","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACC1750"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575537","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACD0553"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575345","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACG6216"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572955","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACH4316"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573245","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACI2971"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28574969,28575115","2","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACI6840"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572923","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACK3029"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575940","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACM9927"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575169","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ACZ4244"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28575982","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. BOLD:ADM5490"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572780","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. SlikokOtu1169"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572650","1","Arthropoda","Insecta","Diptera","Cecidomyiidae","","Cecidomyiidae sp. SlikokOtu196"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576204","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","Atrichopogon","Atrichopogon sp. BOLD:AAG6519"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577164","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","Atrichopogon","Atrichopogon sp. BOLD:AAG6543"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573143","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","Brachypogon","Brachypogon sp. BOLD:ACB3015"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573807","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","Clinohelea","Clinohelea sp. BOLD:AAG6451"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28571942","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","Culicoides","Culicoides obsoletus"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573371","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","Culicoides","Culicoides stilobezzioides"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28573373","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","Dasyhelea","Dasyhelea modesta"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572866","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","Dasyhelea","Dasyhelea sp. 23ES"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28576018","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","Dasyhelea","Dasyhelea turficola"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28577178","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","Forcipomyia","Forcipomyia sp. BOLD:ACC8289"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572860","1","Arthropoda","Insecta","Diptera","Ceratopogonidae","","Ceratopogonidae sp. BOLD:ACY4529"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572782","1","Arthropoda","Insecta","Diptera","Chamaemyiidae","Chamaemyia","Chamaemyia geniculata"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572784","1","Arthropoda","Insecta","Diptera","Chamaemyiidae","Chamaemyia","Chamaemyia paludosa"
"https://arctos.database.museum/SpecimenResults.cfm?collection_object_id=28572234","1","Arthropoda","Insecta","Diptera","Chamaemyiidae","Plunomia","Plunomia sp. BOLD:AAG6897"
